   1.0125000e+01	   2.1365299e-20	
   1.0250000e+01	   1.4168822e-20	
   1.0375000e+01	   1.0268765e-20	
   1.0500000e+01	   7.6482375e-21	
   1.0625000e+01	   6.0971001e-21	
   1.0750000e+01	   5.3096787e-21	
   1.0875000e+01	   5.0578911e-21	
   1.1000000e+01	   4.3216504e-21	
   1.1125000e+01	   4.0950073e-21	
   1.1250000e+01	   3.6227104e-21	
   1.1375000e+01	   3.1013146e-21	
   1.1500000e+01	   2.9977323e-21	
   1.1625000e+01	   2.8338462e-21	
   1.1750000e+01	   2.7320973e-21	
   1.1875000e+01	   3.4059407e-21	
   1.2000000e+01	   3.0690161e-21	
   1.2125000e+01	   2.8509296e-21	
   1.2250000e+01	   2.6181534e-21	
   1.2375000e+01	   2.6352935e-21	
   1.2500000e+01	   2.5399989e-21	
   1.2625000e+01	   2.5575524e-21	
   1.2750000e+01	   2.2671341e-21	
   1.2875000e+01	   1.9657134e-21	
   1.3000000e+01	   1.6627913e-21	
   1.3125000e+01	   1.7466807e-21	
   1.3250000e+01	   1.6999570e-21	
   1.3375000e+01	   1.5372150e-21	
   1.3500000e+01	   1.3074227e-21	
   1.3625000e+01	   1.5553653e-21	
   1.3750000e+01	   5.1201702e-21	
   1.3875000e+01	   1.1851441e-20	
   1.4000000e+01	   1.1514698e-20	
   1.4125000e+01	   3.8914648e-21	
   1.4250000e+01	   1.6842929e-21	
   1.4375000e+01	   1.3912041e-21	
   1.4500000e+01	   1.2949200e-21	
   1.4625000e+01	   1.1747985e-21	
   1.4750000e+01	   1.1871987e-21	
   1.4875000e+01	   1.1280501e-21	
   1.5000000e+01	   1.0494626e-21	
   1.5125000e+01	   9.3649119e-22	
   1.5250000e+01	   8.6301652e-22	
   1.5375000e+01	   8.5275301e-22	
   1.5500000e+01	   8.5630141e-22	
   1.5625000e+01	   8.1402015e-22	
   1.5750000e+01	   7.7139198e-22	
   1.5875000e+01	   7.5062710e-22	
   1.6000000e+01	   6.9983591e-22	
   1.6125000e+01	   6.7706855e-22	
   1.6250000e+01	   6.7507400e-22	
   1.6375000e+01	   6.5041811e-22	
   1.6500000e+01	   6.3298237e-22	
   1.6625000e+01	   6.4515518e-22	
   1.6750000e+01	   5.9725675e-22	
   1.6875000e+01	   5.1251690e-22	
   1.7000000e+01	   5.2925515e-22	
   1.7125000e+01	   4.9189418e-22	
   1.7250000e+01	   5.2469338e-22	
   1.7375000e+01	   5.3362889e-22	
   1.7500000e+01	   5.5098890e-22	
   1.7625000e+01	   5.6261970e-22	
   1.7750000e+01	   5.1282314e-22	
   1.7875000e+01	   4.3467246e-22	
   1.8000000e+01	   4.3767513e-22	
   1.8125000e+01	   4.1281021e-22	
   1.8250000e+01	   4.3348105e-22	
   1.8375000e+01	   4.2084489e-22	
   1.8500000e+01	   3.8645794e-22	
   1.8625000e+01	   3.7914817e-22	
   1.8750000e+01	   3.8148295e-22	
   1.8875000e+01	   3.7865497e-22	
   1.9000000e+01	   3.5419748e-22	
   1.9125000e+01	   3.2659661e-22	
   1.9250000e+01	   3.1426639e-22	
   1.9375000e+01	   3.1660338e-22	
   1.9500000e+01	   3.1053591e-22	
   1.9625000e+01	   2.9900666e-22	
   1.9750000e+01	   2.7339116e-22	
   1.9875000e+01	   2.5772946e-22	
   2.0000000e+01	   2.6563120e-22	
   2.0125000e+01	   2.6701726e-22	
   2.0250000e+01	   2.6008891e-22	
   2.0375000e+01	   2.3337895e-22	
   2.0500000e+01	   2.2218003e-22	
   2.0625000e+01	   2.3576044e-22	
   2.0750000e+01	   2.3025106e-22	
   2.0875000e+01	   2.3451492e-22	
   2.1000000e+01	   2.2033907e-22	
   2.1125000e+01	   2.1109881e-22	
   2.1250000e+01	   2.0243683e-22	
   2.1375000e+01	   2.2214371e-22	
   2.1500000e+01	   2.3239559e-22	
   2.1625000e+01	   1.9017103e-22	
   2.1750000e+01	   1.7460151e-22	
   2.1875000e+01	   1.6532946e-22	
   2.2000000e+01	   1.6779781e-22	
   2.2125000e+01	   1.7064301e-22	
   2.2250000e+01	   1.6621203e-22	
   2.2375000e+01	   1.4567804e-22	
   2.2500000e+01	   1.6446067e-22	
   2.2625000e+01	   1.5754813e-22	
   2.2750000e+01	   1.5108477e-22	
   2.2875000e+01	   1.5004158e-22	
   2.3000000e+01	   1.4269825e-22	
   2.3125000e+01	   1.3516848e-22	
   2.3250000e+01	   1.3751399e-22	
   2.3375000e+01	   1.3297251e-22	
   2.3500000e+01	   1.3371805e-22	
   2.3625000e+01	   1.4141747e-22	
   2.3750000e+01	   1.4123629e-22	
   2.3875000e+01	   1.3763940e-22	
   2.4000000e+01	   1.3999394e-22	
   2.4125000e+01	   1.2933124e-22	
   2.4250000e+01	   1.3104366e-22	
   2.4375000e+01	   1.2215122e-22	
   2.4500000e+01	   1.1521264e-22	
   2.4625000e+01	   1.2254868e-22	
   2.4750000e+01	   1.2230145e-22	
   2.4875000e+01	   1.2394504e-22	
   2.5000000e+01	   1.1375722e-22	
   2.5125000e+01	   1.0069593e-22	
   2.5250000e+01	   1.0789380e-22	
   2.5375000e+01	   1.0440969e-22	
   2.5500000e+01	   9.1409847e-23	
   2.5625000e+01	   8.0820352e-23	
   2.5750000e+01	   7.9471888e-23	
   2.5875000e+01	   7.8864298e-23	
   2.6000000e+01	   7.7636981e-23	
   2.6125000e+01	   7.5077490e-23	
   2.6250000e+01	   6.5176346e-23	
   2.6375000e+01	   6.6289127e-23	
   2.6500000e+01	   5.9271010e-23	
   2.6625000e+01	   5.8675194e-23	
   2.6750000e+01	   6.0741893e-23	
   2.6875000e+01	   5.9704890e-23	
   2.7000000e+01	   5.7210828e-23	
   2.7125000e+01	   5.9370753e-23	
   2.7250000e+01	   5.7640504e-23	
   2.7375000e+01	   5.6964727e-23	
   2.7500000e+01	   5.5800092e-23	
   2.7625000e+01	   6.2226959e-23	
   2.7750000e+01	   5.7077437e-23	
   2.7875000e+01	   5.2136059e-23	
   2.8000000e+01	   4.9602368e-23	
   2.8125000e+01	   4.7841938e-23	
