# O4 Sensitivity 0.3excess-PR-50WatBS-300K-PessimisticLaserNoise
# frequency(Hz) strain(/rtHz) LF_noise susp_thermal mirror_thermal quantum laser_noise
9.2460e+01 4.7041e-22 4.5872e-22 1.0100e-22 1.2030e-23 1.5586e-23 1.6360e-23
9.3320e+01 4.6173e-22 4.5013e-22 9.9590e-23 1.1950e-23 1.5725e-23 1.6430e-23
9.4180e+01 4.5331e-22 4.4179e-22 9.8250e-23 1.1860e-23 1.5866e-23 1.6501e-23
9.5060e+01 4.4496e-22 4.3350e-22 9.6970e-23 1.1780e-23 1.6009e-23 1.6573e-23
9.5940e+01 4.3686e-22 4.2545e-22 9.5750e-23 1.1700e-23 1.6152e-23 1.6646e-23
9.6820e+01 4.2900e-22 4.1763e-22 9.4600e-23 1.1610e-23 1.6297e-23 1.6719e-23
9.7720e+01 4.2121e-22 4.0986e-22 9.3500e-23 1.1530e-23 1.6444e-23 1.6795e-23
9.8630e+01 4.1356e-22 4.0223e-22 9.2460e-23 1.1450e-23 1.6592e-23 1.6871e-23
9.9540e+01 4.0614e-22 3.9482e-22 9.1470e-23 1.1370e-23 1.6741e-23 1.6948e-23
1.0050e+02 3.9855e-22 3.8723e-22 9.0540e-23 1.1290e-23 1.6892e-23 1.7030e-23
1.0140e+02 3.9164e-22 3.8031e-22 8.9670e-23 1.1210e-23 1.7044e-23 1.7107e-23
1.0230e+02 3.8493e-22 3.7358e-22 8.8850e-23 1.1130e-23 1.7198e-23 1.7184e-23
1.0330e+02 3.7771e-22 3.6631e-22 8.8090e-23 1.1050e-23 1.7353e-23 1.7270e-23
1.0420e+02 3.7139e-22 3.5996e-22 8.7380e-23 1.0980e-23 1.7510e-23 1.7348e-23
1.0520e+02 3.6459e-22 3.5309e-22 8.6720e-23 1.0900e-23 1.7668e-23 1.7435e-23
1.0620e+02 3.5801e-22 3.4642e-22 8.6120e-23 1.0830e-23 1.7828e-23 1.7523e-23
1.0720e+02 3.5162e-22 3.3995e-22 8.5570e-23 1.0750e-23 1.7989e-23 1.7610e-23
1.0820e+02 3.4542e-22 3.3365e-22 8.5070e-23 1.0680e-23 1.8151e-23 1.7699e-23
1.0920e+02 3.3942e-22 3.2753e-22 8.4630e-23 1.0600e-23 1.8316e-23 1.7787e-23
1.1020e+02 3.3359e-22 3.2158e-22 8.4240e-23 1.0530e-23 1.8482e-23 1.7876e-23
1.1120e+02 3.2794e-22 3.1579e-22 8.3900e-23 1.0450e-23 1.8649e-23 1.7966e-23
1.1220e+02 3.2246e-22 3.1016e-22 8.3620e-23 1.0380e-23 1.8818e-23 1.8055e-23
1.1330e+02 3.1663e-22 3.0414e-22 8.3390e-23 1.0310e-23 1.8989e-23 1.8154e-23
1.1430e+02 3.1149e-22 2.9882e-22 8.3210e-23 1.0240e-23 1.9161e-23 1.8245e-23
1.1540e+02 3.0601e-22 2.9313e-22 8.3100e-23 1.0170e-23 1.9335e-23 1.8345e-23
1.1640e+02 3.0119e-22 2.8810e-22 8.3040e-23 1.0100e-23 1.9510e-23 1.8436e-23
1.1750e+02 2.9606e-22 2.8271e-22 8.3030e-23 1.0030e-23 1.9687e-23 1.8537e-23
1.1860e+02 2.9110e-22 2.7747e-22 8.3090e-23 9.9620e-24 1.9866e-23 1.8638e-23
1.1970e+02 2.8630e-22 2.7238e-22 8.3210e-23 9.8940e-24 2.0047e-23 1.8739e-23
1.2080e+02 2.8166e-22 2.6743e-22 8.3390e-23 9.8270e-24 2.0229e-23 1.8841e-23
1.2190e+02 2.7719e-22 2.6262e-22 8.3640e-23 9.7600e-24 2.0413e-23 1.8944e-23
1.2310e+02 2.7247e-22 2.5751e-22 8.3960e-23 9.6930e-24 2.0599e-23 1.9056e-23
1.2420e+02 2.6832e-22 2.5296e-22 8.4360e-23 9.6280e-24 2.0786e-23 1.9159e-23
1.2530e+02 2.6432e-22 2.4853e-22 8.4820e-23 9.5620e-24 2.0975e-23 1.9262e-23
1.2650e+02 2.6010e-22 2.4383e-22 8.5370e-23 9.4980e-24 2.1166e-23 1.9376e-23
1.2770e+02 2.5606e-22 2.3926e-22 8.6000e-23 9.4340e-24 2.1359e-23 1.9490e-23
1.2890e+02 2.5218e-22 2.3482e-22 8.6730e-23 9.3700e-24 2.1554e-23 1.9604e-23
1.3010e+02 2.4848e-22 2.3050e-22 8.7550e-23 9.3070e-24 2.1750e-23 1.9718e-23
1.3130e+02 2.4495e-22 2.2630e-22 8.8470e-23 9.2440e-24 2.1949e-23 1.9833e-23
1.3250e+02 2.4158e-22 2.2221e-22 8.9510e-23 9.1820e-24 2.2149e-23 1.9949e-23
1.3370e+02 2.3839e-22 2.1824e-22 9.0660e-23 9.1210e-24 2.2351e-23 2.0064e-23
1.3490e+02 2.3538e-22 2.1437e-22 9.1950e-23 9.0590e-24 2.2555e-23 2.0181e-23
1.3620e+02 2.3228e-22 2.1029e-22 9.3390e-23 8.9990e-24 2.2761e-23 2.0307e-23
1.3740e+02 2.2966e-22 2.0663e-22 9.4980e-23 8.9390e-24 2.2968e-23 2.0424e-23
1.3870e+02 2.2696e-22 2.0277e-22 9.6740e-23 8.8790e-24 2.3178e-23 2.0551e-23
1.4000e+02 2.2451e-22 1.9902e-22 9.8710e-23 8.8200e-24 2.3390e-23 2.0678e-23
1.4130e+02 2.2230e-22 1.9537e-22 1.0090e-22 8.7620e-24 2.3604e-23 2.0806e-23
1.4260e+02 2.2034e-22 1.9182e-22 1.0330e-22 8.7040e-24 2.3819e-23 2.0935e-23
1.4390e+02 2.1867e-22 1.8837e-22 1.0600e-22 8.6460e-24 2.4037e-23 2.1063e-23
1.4530e+02 2.1709e-22 1.8476e-22 1.0900e-22 8.5890e-24 2.4257e-23 2.1202e-23
1.4660e+02 2.1610e-22 1.8149e-22 1.1240e-22 8.5320e-24 2.4479e-23 2.1332e-23
1.4800e+02 2.1530e-22 1.7807e-22 1.1620e-22 8.4760e-24 2.4703e-23 2.1472e-23
1.4930e+02 2.1517e-22 1.7498e-22 1.2050e-22 8.4200e-24 2.4929e-23 2.1602e-23
1.5070e+02 2.1540e-22 1.7175e-22 1.2540e-22 8.3650e-24 2.5157e-23 2.1743e-23
1.5210e+02 2.1628e-22 1.6860e-22 1.3100e-22 8.3100e-24 2.5387e-23 2.1884e-23
1.5350e+02 2.1792e-22 1.6553e-22 1.3740e-22 8.2550e-24 2.5620e-23 2.2026e-23
1.5490e+02 2.2050e-22 1.6256e-22 1.4480e-22 8.2010e-24 2.5855e-23 2.2168e-23
1.5640e+02 2.2413e-22 1.5945e-22 1.5350e-22 8.1480e-24 2.6091e-23 2.2320e-23
1.5780e+02 2.2934e-22 1.5663e-22 1.6370e-22 8.0950e-24 2.6330e-23 2.2463e-23
1.5930e+02 2.3639e-22 1.5370e-22 1.7600e-22 8.0420e-24 2.6572e-23 2.2616e-23
1.6080e+02 2.4604e-22 1.5084e-22 1.9100e-22 7.9900e-24 2.6815e-23 2.2770e-23
1.6230e+02 2.5927e-22 1.4807e-22 2.0970e-22 7.9380e-24 2.7061e-23 2.2924e-23
1.6380e+02 2.7748e-22 1.4537e-22 2.3350e-22 7.8870e-24 2.7309e-23 2.3079e-23
1.6530e+02 3.0307e-22 1.4274e-22 2.6480e-22 7.8360e-24 2.7560e-23 2.3234e-23
1.6680e+02 3.4016e-22 1.4018e-22 3.0770e-22 7.7850e-24 2.7813e-23 2.3390e-23
1.6840e+02 3.9679e-22 1.3753e-22 3.7030e-22 7.7350e-24 2.8068e-23 2.3556e-23
1.6990e+02 4.9011e-22 1.3511e-22 4.6960e-22 7.6850e-24 2.8325e-23 2.3712e-23
1.7150e+02 6.6575e-22 1.3260e-22 6.5130e-22 7.6360e-24 2.8585e-23 2.3879e-23
1.7310e+02 1.0984e-21 1.3016e-22 1.0900e-21 7.5870e-24 2.8848e-23 2.4047e-23
1.7470e+02 3.6235e-21 1.2779e-22 3.6210e-21 7.5380e-24 2.9113e-23 2.4215e-23
1.7630e+02 2.5664e-21 1.2548e-22 2.5630e-21 7.4900e-24 2.9380e-23 2.4383e-23
1.7790e+02 9.3330e-22 1.2323e-22 9.2430e-22 7.4420e-24 2.9650e-23 2.4552e-23
1.7960e+02 5.7007e-22 1.2091e-22 5.5570e-22 7.3940e-24 2.9922e-23 2.4731e-23
1.8120e+02 4.1258e-22 1.1878e-22 3.9310e-22 7.3470e-24 3.0197e-23 2.4901e-23
1.8290e+02 3.2583e-22 1.1659e-22 3.0160e-22 7.3010e-24 3.0474e-23 2.5081e-23
1.8460e+02 2.7163e-22 1.1445e-22 2.4300e-22 7.2540e-24 3.0754e-23 2.5262e-23
1.8630e+02 2.3498e-22 1.1237e-22 2.0230e-22 7.2080e-24 3.1037e-23 2.5443e-23
1.8810e+02 2.0871e-22 1.1023e-22 1.7240e-22 7.1630e-24 3.1322e-23 2.5636e-23
1.8980e+02 1.8918e-22 1.0826e-22 1.4950e-22 7.1170e-24 3.1610e-23 2.5818e-23
1.9160e+02 1.7406e-22 1.0624e-22 1.3140e-22 7.0720e-24 3.1901e-23 2.6011e-23
1.9330e+02 1.6227e-22 1.0438e-22 1.1690e-22 7.0280e-24 3.2194e-23 2.6194e-23
1.9510e+02 1.5258e-22 1.0246e-22 1.0480e-22 6.9840e-24 3.2490e-23 2.6388e-23
1.9690e+02 1.4466e-22 1.0060e-22 9.4750e-23 6.9400e-24 3.2789e-23 2.6583e-23
1.9870e+02 1.3801e-22 9.8781e-23 8.6190e-23 6.8960e-24 3.3091e-23 2.6778e-23
2.0060e+02 1.3228e-22 9.6919e-23 7.8840e-23 6.8530e-24 3.3395e-23 2.6984e-23
2.0240e+02 1.2742e-22 9.5202e-23 7.2460e-23 6.8100e-24 3.3703e-23 2.7179e-23
2.0430e+02 1.2311e-22 9.3440e-23 6.6880e-23 6.7680e-24 3.4013e-23 2.7386e-23
2.0620e+02 1.1932e-22 9.1726e-23 6.1960e-23 6.7260e-24 3.4326e-23 2.7594e-23
2.0810e+02 1.1595e-22 9.0058e-23 5.7590e-23 6.6840e-24 3.4642e-23 2.7801e-23
2.1000e+02 1.1294e-22 8.8436e-23 5.3700e-23 6.6420e-24 3.4961e-23 2.8010e-23
2.1200e+02 1.1016e-22 8.6775e-23 5.0210e-23 6.6010e-24 3.5283e-23 2.8229e-23
2.1400e+02 1.0764e-22 8.5161e-23 4.7060e-23 6.5600e-24 3.5607e-23 2.8449e-23
2.1590e+02 1.0540e-22 8.3669e-23 4.4210e-23 6.5200e-24 3.5935e-23 2.8658e-23
2.1790e+02 1.0330e-22 8.2140e-23 4.1620e-23 6.4790e-24 3.6266e-23 2.8879e-23
2.2000e+02 1.0131e-22 8.0579e-23 3.9260e-23 6.4390e-24 3.6600e-23 2.9111e-23
2.2200e+02 9.9520e-23 7.9134e-23 3.7100e-23 6.4000e-24 3.6937e-23 2.9333e-23
2.2410e+02 9.7821e-23 7.7657e-23 3.5130e-23 6.3610e-24 3.7278e-23 2.9566e-23
2.2610e+02 9.6293e-23 7.6290e-23 3.3310e-23 6.3210e-24 3.7621e-23 2.9788e-23
2.2820e+02 9.4828e-23 7.4892e-23 3.1640e-23 6.2830e-24 3.7968e-23 3.0022e-23
2.3030e+02 9.3465e-23 7.3532e-23 3.0100e-23 6.2440e-24 3.8318e-23 3.0256e-23
2.3250e+02 9.2150e-23 7.2147e-23 2.8670e-23 6.2060e-24 3.8671e-23 3.0502e-23
2.3460e+02 9.0969e-23 7.0861e-23 2.7350e-23 6.1680e-24 3.9027e-23 3.0737e-23
2.3680e+02 8.9828e-23 6.9551e-23 2.6130e-23 6.1310e-24 3.9387e-23 3.0984e-23
2.3900e+02 8.8762e-23 6.8276e-23 2.4990e-23 6.0930e-24 3.9750e-23 3.1231e-23
2.4120e+02 8.7769e-23 6.7036e-23 2.3930e-23 6.0560e-24 4.0117e-23 3.1478e-23
2.4340e+02 8.6846e-23 6.5830e-23 2.2950e-23 6.0200e-24 4.0487e-23 3.1726e-23
2.4570e+02 8.5952e-23 6.4603e-23 2.2040e-23 5.9830e-24 4.0860e-23 3.1986e-23
2.4800e+02 8.5121e-23 6.3411e-23 2.1190e-23 5.9470e-24 4.1237e-23 3.2246e-23
2.5030e+02 8.4347e-23 6.2251e-23 2.0390e-23 5.9110e-24 4.1617e-23 3.2506e-23
2.5260e+02 8.3634e-23 6.1122e-23 1.9660e-23 5.8760e-24 4.2001e-23 3.2767e-23
2.5490e+02 8.2973e-23 6.0024e-23 1.8970e-23 5.8400e-24 4.2388e-23 3.3028e-23
2.5730e+02 8.2335e-23 5.8910e-23 1.8330e-23 5.8050e-24 4.2779e-23 3.3301e-23
2.5970e+02 8.1748e-23 5.7826e-23 1.7730e-23 5.7700e-24 4.3174e-23 3.3574e-23
2.6210e+02 8.1211e-23 5.6772e-23 1.7180e-23 5.7360e-24 4.3572e-23 3.3848e-23
2.6450e+02 8.0720e-23 5.5746e-23 1.6660e-23 5.7020e-24 4.3974e-23 3.4122e-23
2.6690e+02 8.0274e-23 5.4748e-23 1.6180e-23 5.6670e-24 4.4380e-23 3.4397e-23
2.6940e+02 7.9851e-23 5.3737e-23 1.5740e-23 5.6340e-24 4.4790e-23 3.4683e-23
2.7190e+02 7.9470e-23 5.2753e-23 1.5330e-23 5.6000e-24 4.5203e-23 3.4970e-23
2.7440e+02 7.9130e-23 5.1796e-23 1.4950e-23 5.5670e-24 4.5620e-23 3.5257e-23
2.7700e+02 7.8812e-23 5.0828e-23 1.4600e-23 5.5340e-24 4.6041e-23 3.5556e-23
2.7950e+02 7.8552e-23 4.9923e-23 1.4280e-23 5.5010e-24 4.6466e-23 3.5844e-23
2.8210e+02 7.8312e-23 4.9007e-23 1.3990e-23 5.4680e-24 4.6895e-23 3.6144e-23
2.8470e+02 7.8111e-23 4.8116e-23 1.3730e-23 5.4360e-24 4.7328e-23 3.6444e-23
2.8740e+02 7.7930e-23 4.7216e-23 1.3490e-23 5.4040e-24 4.7765e-23 3.6757e-23
2.9000e+02 7.7800e-23 4.6373e-23 1.3280e-23 5.3720e-24 4.8206e-23 3.7058e-23
2.9270e+02 7.7691e-23 4.5522e-23 1.3100e-23 5.3410e-24 4.8651e-23 3.7371e-23
2.9540e+02 7.7615e-23 4.4693e-23 1.2940e-23 5.3090e-24 4.9100e-23 3.7684e-23
2.9820e+02 7.7560e-23 4.3858e-23 1.2800e-23 5.2780e-24 4.9554e-23 3.8010e-23
3.0090e+02 7.7549e-23 4.3075e-23 1.2690e-23 5.2470e-24 5.0011e-23 3.8324e-23
3.0370e+02 7.7559e-23 4.2284e-23 1.2600e-23 5.2160e-24 5.0473e-23 3.8651e-23
3.0650e+02 7.7600e-23 4.1515e-23 1.2540e-23 5.1860e-24 5.0939e-23 3.8978e-23
3.0940e+02 7.7662e-23 4.0740e-23 1.2500e-23 5.1560e-24 5.1410e-23 3.9317e-23
3.1220e+02 7.7761e-23 4.0013e-23 1.2480e-23 5.1260e-24 5.1885e-23 3.9644e-23
3.1510e+02 7.7883e-23 3.9280e-23 1.2500e-23 5.0960e-24 5.2364e-23 3.9984e-23
3.1810e+02 7.8026e-23 3.8542e-23 1.2530e-23 5.0660e-24 5.2848e-23 4.0336e-23
3.2100e+02 7.8205e-23 3.7849e-23 1.2600e-23 5.0370e-24 5.3336e-23 4.0677e-23
3.2400e+02 7.8406e-23 3.7151e-23 1.2700e-23 5.0080e-24 5.3829e-23 4.1030e-23
3.2700e+02 7.8634e-23 3.6473e-23 1.2820e-23 4.9790e-24 5.4326e-23 4.1383e-23
3.3000e+02 7.8890e-23 3.5813e-23 1.2980e-23 4.9500e-24 5.4828e-23 4.1737e-23
3.3310e+02 7.9171e-23 3.5149e-23 1.3180e-23 4.9210e-24 5.5334e-23 4.2103e-23
3.3610e+02 7.9482e-23 3.4525e-23 1.3420e-23 4.8930e-24 5.5846e-23 4.2458e-23
3.3930e+02 7.9816e-23 3.3876e-23 1.3700e-23 4.8650e-24 5.6362e-23 4.2837e-23
3.4240e+02 8.0180e-23 3.3266e-23 1.4020e-23 4.8370e-24 5.6883e-23 4.3204e-23
3.4560e+02 8.0574e-23 3.2653e-23 1.4410e-23 4.8090e-24 5.7408e-23 4.3584e-23
3.4880e+02 8.0998e-23 3.2056e-23 1.4850e-23 4.7810e-24 5.7939e-23 4.3964e-23
3.5200e+02 8.1457e-23 3.1476e-23 1.5370e-23 4.7540e-24 5.8474e-23 4.4345e-23
3.5530e+02 8.1953e-23 3.0894e-23 1.5980e-23 4.7270e-24 5.9015e-23 4.4738e-23
3.5860e+02 8.2490e-23 3.0328e-23 1.6690e-23 4.7000e-24 5.9560e-23 4.5131e-23
3.6190e+02 8.3074e-23 2.9777e-23 1.7520e-23 4.6730e-24 6.0111e-23 4.5525e-23
3.6520e+02 8.3713e-23 2.9242e-23 1.8500e-23 4.6470e-24 6.0666e-23 4.5919e-23
3.6860e+02 8.4422e-23 2.8705e-23 1.9670e-23 4.6200e-24 6.1227e-23 4.6326e-23
3.7200e+02 8.5218e-23 2.8182e-23 2.1080e-23 4.5940e-24 6.1793e-23 4.6734e-23
3.7550e+02 8.6131e-23 2.7660e-23 2.2800e-23 4.5680e-24 6.2364e-23 4.7154e-23
3.7890e+02 8.7205e-23 2.7165e-23 2.4950e-23 4.5420e-24 6.2941e-23 4.7562e-23
3.8250e+02 8.8523e-23 2.6656e-23 2.7690e-23 4.5160e-24 6.3523e-23 4.7995e-23
3.8600e+02 9.0211e-23 2.6175e-23 3.1280e-23 4.4910e-24 6.4110e-23 4.8416e-23
3.8960e+02 9.2534e-23 2.5694e-23 3.6190e-23 4.4650e-24 6.4703e-23 4.8850e-23
3.9320e+02 9.6024e-23 2.5225e-23 4.3260e-23 4.4400e-24 6.5301e-23 4.9285e-23
3.9680e+02 1.0198e-22 2.4770e-23 5.4330e-23 4.4150e-24 6.5905e-23 4.9719e-23
4.0050e+02 1.1414e-22 2.4314e-23 7.4000e-23 4.3910e-24 6.6514e-23 5.0167e-23
4.0420e+02 1.4739e-22 2.3871e-23 1.1860e-22 4.3660e-24 6.7129e-23 5.0615e-23
4.0800e+02 3.2854e-22 2.3428e-23 3.1650e-22 4.3410e-24 6.7750e-23 5.1076e-23
4.1170e+02 4.4396e-22 2.3009e-23 4.3500e-22 4.3170e-24 6.8377e-23 5.1525e-23
4.1550e+02 1.5434e-22 2.2590e-23 1.2580e-22 4.2930e-24 6.9009e-23 5.1987e-23
4.1940e+02 1.1566e-22 2.2172e-23 7.2550e-23 4.2690e-24 6.9647e-23 5.2462e-23
4.2330e+02 1.0385e-22 2.1765e-23 5.0490e-23 4.2450e-24 7.0291e-23 5.2937e-23
4.2720e+02 9.9182e-23 2.1370e-23 3.8430e-23 4.2220e-24 7.0941e-23 5.3413e-23
4.3120e+02 9.7164e-23 2.0975e-23 3.0850e-23 4.1980e-24 7.1598e-23 5.3902e-23
4.3510e+02 9.6321e-23 2.0601e-23 2.5640e-23 4.1750e-24 7.2260e-23 5.4379e-23
4.3920e+02 9.6093e-23 2.0218e-23 2.1850e-23 4.1520e-24 7.2928e-23 5.4881e-23
4.4320e+02 9.6200e-23 1.9855e-23 1.8970e-23 4.1290e-24 7.3603e-23 5.5371e-23
4.4740e+02 9.6525e-23 1.9484e-23 1.6710e-23 4.1060e-24 7.4283e-23 5.5887e-23
4.5150e+02 9.6979e-23 1.9132e-23 1.4890e-23 4.0830e-24 7.4971e-23 5.6391e-23
4.5570e+02 9.7531e-23 1.8780e-23 1.3400e-23 4.0610e-24 7.5664e-23 5.6908e-23
4.5990e+02 9.8149e-23 1.8439e-23 1.2160e-23 4.0380e-24 7.6364e-23 5.7425e-23
4.6420e+02 9.8822e-23 1.8099e-23 1.1110e-23 4.0160e-24 7.7070e-23 5.7956e-23
4.6850e+02 9.9533e-23 1.7768e-23 1.0210e-23 3.9940e-24 7.7783e-23 5.8487e-23
4.7280e+02 1.0028e-22 1.7447e-23 9.4350e-24 3.9720e-24 7.8503e-23 5.9019e-23
4.7720e+02 1.0105e-22 1.7126e-23 8.7600e-24 3.9500e-24 7.9229e-23 5.9564e-23
4.8160e+02 1.0184e-22 1.6815e-23 8.1680e-24 3.9290e-24 7.9962e-23 6.0110e-23
4.8610e+02 1.0266e-22 1.6505e-23 7.6470e-24 3.9070e-24 8.0702e-23 6.0669e-23
4.9060e+02 1.0350e-22 1.6204e-23 7.1850e-24 3.8860e-24 8.1449e-23 6.1229e-23
4.9510e+02 1.0435e-22 1.5910e-23 6.7740e-24 3.8650e-24 8.2202e-23 6.1789e-23
4.9970e+02 1.0522e-22 1.5619e-23 6.4070e-24 3.8430e-24 8.2963e-23 6.2363e-23
5.0430e+02 1.0611e-22 1.5335e-23 6.0780e-24 3.8220e-24 8.3730e-23 6.2937e-23
5.0900e+02 1.0701e-22 1.5053e-23 5.7830e-24 3.8020e-24 8.4505e-23 6.3525e-23
5.1370e+02 1.0792e-22 1.4779e-23 5.5180e-24 3.7810e-24 8.5287e-23 6.4113e-23
5.1850e+02 1.0886e-22 1.4507e-23 5.2800e-24 3.7610e-24 8.6076e-23 6.4715e-23
5.2330e+02 1.0980e-22 1.4242e-23 5.0660e-24 3.7400e-24 8.6873e-23 6.5318e-23
5.2810e+02 1.1075e-22 1.3984e-23 4.8740e-24 3.7200e-24 8.7676e-23 6.5921e-23
5.3300e+02 1.1172e-22 1.3728e-23 4.7020e-24 3.7000e-24 8.8488e-23 6.6539e-23
5.3790e+02 1.1270e-22 1.3479e-23 4.5480e-24 3.6800e-24 8.9307e-23 6.7156e-23
5.4290e+02 1.1370e-22 1.3232e-23 4.4110e-24 3.6600e-24 9.0133e-23 6.7788e-23
5.4790e+02 1.1470e-22 1.2992e-23 4.2900e-24 3.6400e-24 9.0967e-23 6.8420e-23
5.5300e+02 1.1573e-22 1.2753e-23 4.1840e-24 3.6210e-24 9.1809e-23 6.9066e-23
5.5810e+02 1.1676e-22 1.2521e-23 4.0920e-24 3.6010e-24 9.2658e-23 6.9713e-23
5.6330e+02 1.1780e-22 1.2291e-23 4.0130e-24 3.5820e-24 9.3516e-23 7.0374e-23
5.6850e+02 1.1886e-22 1.2067e-23 3.9480e-24 3.5630e-24 9.4381e-23 7.1036e-23
5.7380e+02 1.1993e-22 1.1845e-23 3.8960e-24 3.5430e-24 9.5255e-23 7.1711e-23
5.7910e+02 1.2102e-22 1.1629e-23 3.8560e-24 3.5240e-24 9.6136e-23 7.2388e-23
5.8450e+02 1.2211e-22 1.1416e-23 3.8290e-24 3.5060e-24 9.7026e-23 7.3078e-23
5.8990e+02 1.2322e-22 1.1207e-23 3.8150e-24 3.4870e-24 9.7924e-23 7.3770e-23
5.9540e+02 1.2434e-22 1.1001e-23 3.8140e-24 3.4680e-24 9.8830e-23 7.4475e-23
6.0090e+02 1.2548e-22 1.0801e-23 3.8270e-24 3.4500e-24 9.9745e-23 7.5182e-23
6.0640e+02 1.2662e-22 1.0606e-23 3.8550e-24 3.4310e-24 1.0067e-22 7.5889e-23
6.1200e+02 1.2778e-22 1.0413e-23 3.8980e-24 3.4130e-24 1.0160e-22 7.6611e-23
6.1770e+02 1.2895e-22 1.0221e-23 3.9580e-24 3.3950e-24 1.0254e-22 7.7347e-23
6.2340e+02 1.3014e-22 1.0035e-23 4.0370e-24 3.3770e-24 1.0349e-22 7.8084e-23
6.2920e+02 1.3134e-22 9.8512e-24 4.1360e-24 3.3590e-24 1.0445e-22 7.8836e-23
6.3500e+02 1.3255e-22 9.6720e-24 4.2600e-24 3.3410e-24 1.0541e-22 7.9589e-23
6.4090e+02 1.3378e-22 9.4948e-24 4.4120e-24 3.3240e-24 1.0639e-22 8.0356e-23
6.4690e+02 1.3502e-22 9.3195e-24 4.5970e-24 3.3060e-24 1.0737e-22 8.1137e-23
6.5290e+02 1.3628e-22 9.1490e-24 4.8220e-24 3.2880e-24 1.0837e-22 8.1920e-23
6.5890e+02 1.3755e-22 8.9831e-24 5.0970e-24 3.2710e-24 1.0937e-22 8.2704e-23
6.6500e+02 1.3884e-22 8.8190e-24 5.4360e-24 3.2540e-24 1.1038e-22 8.3503e-23
6.7120e+02 1.4014e-22 8.6569e-24 5.8560e-24 3.2370e-24 1.1141e-22 8.4317e-23
6.7740e+02 1.4147e-22 8.4991e-24 6.3860e-24 3.2200e-24 1.1244e-22 8.5132e-23
6.8370e+02 1.4282e-22 8.3432e-24 7.0700e-24 3.2030e-24 1.1348e-22 8.5962e-23
6.9000e+02 1.4419e-22 8.1916e-24 7.9770e-24 3.1860e-24 1.1453e-22 8.6793e-23
6.9640e+02 1.4561e-22 8.0417e-24 9.2280e-24 3.1690e-24 1.1559e-22 8.7640e-23
7.0280e+02 1.4708e-22 7.8959e-24 1.1050e-23 3.1530e-24 1.1666e-22 8.8487e-23
7.0930e+02 1.4869e-22 7.7518e-24 1.3940e-23 3.1360e-24 1.1774e-22 8.9350e-23
7.1590e+02 1.5066e-22 7.6096e-24 1.9200e-23 3.1200e-24 1.1883e-22 9.0229e-23
7.2250e+02 1.5410e-22 7.4712e-24 3.1590e-23 3.1030e-24 1.1993e-22 9.1108e-23
7.2920e+02 1.8003e-22 7.3345e-24 9.6080e-23 3.0870e-24 1.2104e-22 9.2003e-23
7.3600e+02 1.7616e-22 7.1996e-24 8.6110e-23 3.0710e-24 1.2216e-22 9.2914e-23
7.4280e+02 1.5783e-22 7.0684e-24 2.9080e-23 3.0550e-24 1.2329e-22 9.3826e-23
7.4970e+02 1.5754e-22 6.9389e-24 1.7280e-23 3.0390e-24 1.2443e-22 9.4754e-23
7.5660e+02 1.5853e-22 6.8129e-24 1.2190e-23 3.0230e-24 1.2558e-22 9.5684e-23
7.6360e+02 1.5982e-22 6.6886e-24 9.3560e-24 3.0080e-24 1.2675e-22 9.6629e-23
7.7070e+02 1.6123e-22 6.5659e-24 7.5570e-24 2.9920e-24 1.2792e-22 9.7590e-23
7.7780e+02 1.6270e-22 6.4466e-24 6.3160e-24 2.9770e-24 1.2910e-22 9.8554e-23
7.8500e+02 1.6420e-22 6.3289e-24 5.4100e-24 2.9610e-24 1.3030e-22 9.9533e-23
7.9230e+02 1.6574e-22 6.2128e-24 4.7210e-24 2.9460e-24 1.3151e-22 1.0053e-22
7.9970e+02 1.6730e-22 6.0983e-24 4.1800e-24 2.9310e-24 1.3272e-22 1.0154e-22
8.0710e+02 1.6887e-22 5.9870e-24 3.7470e-24 2.9150e-24 1.3395e-22 1.0255e-22
8.1450e+02 1.7046e-22 5.8787e-24 3.3920e-24 2.9000e-24 1.3519e-22 1.0357e-22
8.2210e+02 1.7208e-22 5.7705e-24 3.0970e-24 2.8850e-24 1.3644e-22 1.0461e-22
8.2970e+02 1.7371e-22 5.6653e-24 2.8490e-24 2.8700e-24 1.3771e-22 1.0566e-22
8.3740e+02 1.7537e-22 5.5616e-24 2.6390e-24 2.8560e-24 1.3898e-22 1.0673e-22
8.4510e+02 1.7703e-22 5.4607e-24 2.4590e-24 2.8410e-24 1.4027e-22 1.0780e-22
8.5300e+02 1.7872e-22 5.3600e-24 2.3040e-24 2.8260e-24 1.4157e-22 1.0889e-22
8.6090e+02 1.8043e-22 5.2621e-24 2.1690e-24 2.8120e-24 1.4288e-22 1.1000e-22
8.6880e+02 1.8214e-22 5.1668e-24 2.0530e-24 2.7970e-24 1.4420e-22 1.1110e-22
8.7690e+02 1.8389e-22 5.0718e-24 1.9520e-24 2.7830e-24 1.4554e-22 1.1224e-22
8.8500e+02 1.8565e-22 4.9794e-24 1.8650e-24 2.7690e-24 1.4688e-22 1.1337e-22
8.9320e+02 1.8743e-22 4.8884e-24 1.7890e-24 2.7550e-24 1.4824e-22 1.1453e-22
9.0150e+02 1.8922e-22 4.7988e-24 1.7240e-24 2.7410e-24 1.4962e-22 1.1570e-22
