# O4 Sensitivity 0.3excess-PR-50WatBS-300K-PessimisticLaserNoise
# frequency(Hz) strain(/rtHz) LF_noise susp_thermal mirror_thermal quantum laser_noise
9.3970e+00 4.3570e-17 4.3570e-17 4.2930e-20 9.0820e-23 2.0175e-22 2.5024e-22
9.4840e+00 4.1226e-17 4.1226e-17 4.1980e-20 9.0030e-23 1.9761e-22 2.4388e-22
9.5720e+00 3.9004e-17 3.9004e-17 4.1060e-20 8.9240e-23 1.9354e-22 2.3767e-22
9.6600e+00 3.6920e-17 3.6920e-17 4.0150e-20 8.8460e-23 1.8956e-22 2.3167e-22
9.7500e+00 3.4922e-17 3.4922e-17 3.9270e-20 8.7680e-23 1.8565e-22 2.2575e-22
9.8400e+00 3.3048e-17 3.3048e-17 3.8400e-20 8.6910e-23 1.8182e-22 2.2003e-22
9.9310e+00 3.1273e-17 3.1273e-17 3.7550e-20 8.6150e-23 1.7806e-22 2.1445e-22
1.0020e+01 2.9643e-17 2.9643e-17 3.6720e-20 8.5400e-23 1.7437e-22 2.0918e-22
1.0120e+01 2.7928e-17 2.7928e-17 3.5900e-20 8.4650e-23 1.7075e-22 2.0346e-22
1.0210e+01 2.6483e-17 2.6483e-17 3.5110e-20 8.3910e-23 1.6720e-22 1.9850e-22
1.0300e+01 2.5125e-17 2.5125e-17 3.4330e-20 8.3180e-23 1.6372e-22 1.9370e-22
1.0400e+01 2.3709e-17 2.3709e-17 3.3560e-20 8.2450e-23 1.6031e-22 1.8855e-22
1.0500e+01 2.2387e-17 2.2386e-17 3.2810e-20 8.1730e-23 1.5696e-22 1.8358e-22
1.0590e+01 2.1269e-17 2.1269e-17 3.2080e-20 8.1010e-23 1.5368e-22 1.7927e-22
1.0690e+01 2.0103e-17 2.0103e-17 3.1370e-20 8.0310e-23 1.5046e-22 1.7463e-22
1.0790e+01 1.9011e-17 1.9010e-17 3.0660e-20 7.9600e-23 1.4730e-22 1.7016e-22
1.0890e+01 1.7987e-17 1.7987e-17 2.9980e-20 7.8910e-23 1.4421e-22 1.6584e-22
1.0990e+01 1.7027e-17 1.7027e-17 2.9310e-20 7.8220e-23 1.4117e-22 1.6167e-22
1.1090e+01 1.6126e-17 1.6126e-17 2.8650e-20 7.7540e-23 1.3819e-22 1.5765e-22
1.1200e+01 1.5199e-17 1.5199e-17 2.8020e-20 7.6860e-23 1.3527e-22 1.5338e-22
1.1300e+01 1.4410e-17 1.4410e-17 2.7390e-20 7.6190e-23 1.3241e-22 1.4963e-22
1.1400e+01 1.3668e-17 1.3668e-17 2.6790e-20 7.5530e-23 1.2960e-22 1.4601e-22
1.1510e+01 1.2902e-17 1.2902e-17 2.6220e-20 7.4870e-23 1.2685e-22 1.4216e-22
1.1620e+01 1.2187e-17 1.2187e-17 2.5680e-20 7.4220e-23 1.2415e-22 1.3845e-22
1.1720e+01 1.1576e-17 1.1576e-17 2.5220e-20 7.3570e-23 1.2151e-22 1.3520e-22
1.1830e+01 1.0945e-17 1.0945e-17 2.5000e-20 7.2930e-23 1.1892e-22 1.3173e-22
1.1940e+01 1.0354e-17 1.0354e-17 2.6350e-20 7.2300e-23 1.1637e-22 1.2839e-22
1.2050e+01 9.8011e-18 9.7994e-18 1.7940e-19 7.1670e-23 1.1388e-22 1.2517e-22
1.2160e+01 9.2795e-18 9.2794e-18 2.4760e-20 7.1050e-23 1.1144e-22 1.2205e-22
1.2280e+01 8.7485e-18 8.7485e-18 2.2770e-20 7.0430e-23 1.0905e-22 1.1878e-22
1.2390e+01 8.2927e-18 8.2927e-18 2.1960e-20 6.9820e-23 1.0670e-22 1.1588e-22
1.2510e+01 7.8267e-18 7.8267e-18 2.1350e-20 6.9210e-23 1.0440e-22 1.1283e-22
1.2620e+01 7.4262e-18 7.4262e-18 2.0810e-20 6.8610e-23 1.0214e-22 1.1013e-22
1.2740e+01 7.0163e-18 7.0163e-18 2.0310e-20 6.8020e-23 9.9932e-23 1.0728e-22
1.2860e+01 6.6325e-18 6.6325e-18 1.9820e-20 6.7430e-23 9.7766e-23 1.0454e-22
1.2980e+01 6.2730e-18 6.2730e-18 1.9350e-20 6.6840e-23 9.5644e-23 1.0189e-22
1.3100e+01 5.9361e-18 5.9360e-18 1.8900e-20 6.6260e-23 9.3563e-23 9.9336e-23
1.3220e+01 5.6200e-18 5.6200e-18 1.8450e-20 6.5690e-23 9.1525e-23 9.6870e-23
1.3340e+01 5.3234e-18 5.3234e-18 1.8020e-20 6.5120e-23 8.9527e-23 9.4488e-23
1.3460e+01 5.0450e-18 5.0449e-18 1.7600e-20 6.4560e-23 8.7570e-23 9.2187e-23
1.3590e+01 4.7622e-18 4.7622e-18 1.7190e-20 6.4000e-23 8.5652e-23 8.9783e-23
1.3710e+01 4.5176e-18 4.5175e-18 1.6780e-20 6.3450e-23 8.3773e-23 8.7640e-23
1.3840e+01 4.2689e-18 4.2688e-18 1.6390e-20 6.2900e-23 8.1932e-23 8.5399e-23
1.3970e+01 4.0360e-18 4.0360e-18 1.6000e-20 6.2360e-23 8.0128e-23 8.3238e-23
1.4100e+01 3.8178e-18 3.8178e-18 1.5630e-20 6.1820e-23 7.8361e-23 8.1153e-23
1.4230e+01 3.6133e-18 3.6133e-18 1.5260e-20 6.1290e-23 7.6630e-23 7.9141e-23
1.4360e+01 3.4214e-18 3.4214e-18 1.4900e-20 6.0760e-23 7.4934e-23 7.7199e-23
1.4490e+01 3.2413e-18 3.2413e-18 1.4540e-20 6.0230e-23 7.3273e-23 7.5323e-23
1.4630e+01 3.0596e-18 3.0596e-18 1.4200e-20 5.9710e-23 7.1646e-23 7.3375e-23
1.4760e+01 2.9015e-18 2.9014e-18 1.3860e-20 5.9200e-23 7.0052e-23 7.1630e-23
1.4900e+01 2.7417e-18 2.7417e-18 1.3530e-20 5.8690e-23 6.8492e-23 6.9816e-23
1.5040e+01 2.5921e-18 2.5921e-18 1.3210e-20 5.8190e-23 6.6963e-23 6.8067e-23
1.5180e+01 2.4519e-18 2.4519e-18 1.2900e-20 5.7690e-23 6.5467e-23 6.6381e-23
1.5320e+01 2.3205e-18 2.3205e-18 1.2590e-20 5.7190e-23 6.4001e-23 6.4754e-23
1.5460e+01 2.1973e-18 2.1972e-18 1.2290e-20 5.6700e-23 6.2566e-23 6.3184e-23
1.5600e+01 2.0816e-18 2.0815e-18 1.1990e-20 5.6210e-23 6.1160e-23 6.1668e-23
1.5750e+01 1.9654e-18 1.9654e-18 1.1710e-20 5.5730e-23 5.9784e-23 6.0102e-23
1.5890e+01 1.8638e-18 1.8638e-18 1.1430e-20 5.5250e-23 5.8437e-23 5.8693e-23
1.6040e+01 1.7617e-18 1.7616e-18 1.1150e-20 5.4780e-23 5.7118e-23 5.7236e-23
1.6190e+01 1.6660e-18 1.6659e-18 1.0880e-20 5.4310e-23 5.5827e-23 5.5831e-23
1.6340e+01 1.5763e-18 1.5763e-18 1.0620e-20 5.3840e-23 5.4563e-23 5.4477e-23
1.6490e+01 1.4922e-18 1.4922e-18 1.0360e-20 5.3380e-23 5.3326e-23 5.3171e-23
1.6640e+01 1.4133e-18 1.4133e-18 1.0110e-20 5.2930e-23 5.2116e-23 5.1911e-23
1.6800e+01 1.3344e-18 1.3344e-18 9.8690e-21 5.2470e-23 5.0931e-23 5.0615e-23
1.6950e+01 1.2651e-18 1.2651e-18 9.6300e-21 5.2020e-23 4.9771e-23 4.9445e-23
1.7110e+01 1.1958e-18 1.1958e-18 9.3960e-21 5.1580e-23 4.8636e-23 4.8240e-23
1.7270e+01 1.1309e-18 1.1308e-18 9.1670e-21 5.1140e-23 4.7526e-23 4.7080e-23
1.7430e+01 1.0700e-18 1.0700e-18 8.9440e-21 5.0700e-23 4.6439e-23 4.5962e-23
1.7590e+01 1.0129e-18 1.0129e-18 8.7260e-21 5.0270e-23 4.5376e-23 4.4885e-23
1.7750e+01 9.5937e-19 9.5933e-19 8.5130e-21 4.9840e-23 4.4336e-23 4.3846e-23
1.7920e+01 9.0605e-19 9.0601e-19 8.3050e-21 4.9420e-23 4.3318e-23 4.2782e-23
1.8080e+01 8.5900e-19 8.5896e-19 8.1010e-21 4.9000e-23 4.2323e-23 4.1818e-23
1.8250e+01 8.1210e-19 8.1206e-19 7.9030e-21 4.8580e-23 4.1350e-23 4.0831e-23
1.8420e+01 7.6816e-19 7.6813e-19 7.7090e-21 4.8170e-23 4.0397e-23 3.9880e-23
1.8590e+01 7.2698e-19 7.2694e-19 7.5190e-21 4.7760e-23 3.9466e-23 3.8964e-23
1.8760e+01 6.8834e-19 6.8830e-19 7.3340e-21 4.7350e-23 3.8556e-23 3.8082e-23
1.8940e+01 6.5002e-19 6.4998e-19 7.1530e-21 4.6950e-23 3.7665e-23 3.7183e-23
1.9110e+01 6.1610e-19 6.1606e-19 6.9760e-21 4.6550e-23 3.6795e-23 3.6366e-23
1.9290e+01 5.8241e-19 5.8237e-19 6.8040e-21 4.6160e-23 3.5943e-23 3.5533e-23
1.9470e+01 5.5085e-19 5.5081e-19 6.6350e-21 4.5770e-23 3.5111e-23 3.4731e-23
1.9650e+01 5.2127e-19 5.2123e-19 6.4710e-21 4.5380e-23 3.4298e-23 3.3960e-23
1.9830e+01 4.9352e-19 4.9348e-19 6.3100e-21 4.4990e-23 3.3503e-23 3.3218e-23
2.0010e+01 4.6749e-19 4.6745e-19 6.1530e-21 4.4610e-23 3.2726e-23 3.2503e-23
2.0200e+01 4.4173e-19 4.4169e-19 6.0000e-21 4.4240e-23 3.1967e-23 3.1778e-23
2.0380e+01 4.1884e-19 4.1880e-19 5.8510e-21 4.3860e-23 3.1225e-23 3.1117e-23
2.0570e+01 3.9617e-19 3.9613e-19 5.7050e-21 4.3490e-23 3.0500e-23 3.0446e-23
2.0760e+01 3.7491e-19 3.7487e-19 5.5620e-21 4.3120e-23 2.9792e-23 2.9800e-23
2.0960e+01 3.5397e-19 3.5392e-19 5.4230e-21 4.2760e-23 2.9100e-23 2.9148e-23
2.1150e+01 3.3532e-19 3.3528e-19 5.2870e-21 4.2400e-23 2.8424e-23 2.8553e-23
2.1350e+01 3.1692e-19 3.1688e-19 5.1540e-21 4.2040e-23 2.7764e-23 2.7951e-23
2.1540e+01 3.0052e-19 3.0048e-19 5.0250e-21 4.1690e-23 2.7120e-23 2.7402e-23
2.1740e+01 2.8432e-19 2.8428e-19 4.8990e-21 4.1340e-23 2.6491e-23 2.6846e-23
2.1950e+01 2.6840e-19 2.6836e-19 4.7750e-21 4.0990e-23 2.5877e-23 2.6286e-23
2.2150e+01 2.5419e-19 2.5415e-19 4.6550e-21 4.0650e-23 2.5278e-23 2.5775e-23
2.2350e+01 2.4086e-19 2.4082e-19 4.5380e-21 4.0310e-23 2.4693e-23 2.5284e-23
2.2560e+01 2.2773e-19 2.2768e-19 4.4230e-21 3.9970e-23 2.4122e-23 2.4789e-23
2.2770e+01 2.1542e-19 2.1538e-19 4.3110e-21 3.9630e-23 2.3565e-23 2.4315e-23
2.2980e+01 2.0389e-19 2.0385e-19 4.2020e-21 3.9300e-23 2.3022e-23 2.3861e-23
2.3190e+01 1.9307e-19 1.9303e-19 4.0960e-21 3.8970e-23 2.2492e-23 2.3425e-23
2.3410e+01 1.8245e-19 1.8241e-19 3.9920e-21 3.8650e-23 2.1975e-23 2.2988e-23
2.3630e+01 1.7251e-19 1.7246e-19 3.8910e-21 3.8320e-23 2.1472e-23 2.2569e-23
2.3840e+01 1.6360e-19 1.6356e-19 3.7920e-21 3.8000e-23 2.0981e-23 2.2186e-23
2.4060e+01 1.5484e-19 1.5480e-19 3.6950e-21 3.7690e-23 2.0502e-23 2.1802e-23
2.4290e+01 1.4626e-19 1.4622e-19 3.6010e-21 3.7370e-23 2.0036e-23 2.1418e-23
2.4510e+01 1.3857e-19 1.3853e-19 3.5090e-21 3.7060e-23 1.9582e-23 2.1067e-23
2.4740e+01 1.3103e-19 1.3099e-19 3.4200e-21 3.6750e-23 1.9140e-23 2.0716e-23
2.4970e+01 1.2397e-19 1.2393e-19 3.3320e-21 3.6440e-23 1.8709e-23 2.0380e-23
2.5200e+01 1.1735e-19 1.1730e-19 3.2470e-21 3.6140e-23 1.8290e-23 2.0060e-23
2.5430e+01 1.1114e-19 1.1109e-19 3.1640e-21 3.5840e-23 1.7882e-23 1.9753e-23
2.5670e+01 1.0506e-19 1.0502e-19 3.0830e-21 3.5540e-23 1.7486e-23 1.9448e-23
2.5910e+01 9.9371e-20 9.9326e-20 3.0040e-21 3.5250e-23 1.7100e-23 1.9157e-23
2.6150e+01 9.4038e-20 9.3992e-20 2.9270e-21 3.4960e-23 1.6725e-23 1.8880e-23
2.6390e+01 8.9037e-20 8.8991e-20 2.8520e-21 3.4670e-23 1.6360e-23 1.8615e-23
2.6630e+01 8.4344e-20 8.4299e-20 2.7790e-21 3.4380e-23 1.6006e-23 1.8363e-23
2.6880e+01 7.9762e-20 7.9716e-20 2.7070e-21 3.4090e-23 1.5662e-23 1.8112e-23
2.7130e+01 7.5468e-20 7.5422e-20 2.6380e-21 3.3810e-23 1.5328e-23 1.7874e-23
2.7380e+01 7.1443e-20 7.1396e-20 2.5700e-21 3.3530e-23 1.5004e-23 1.7647e-23
2.7630e+01 6.7667e-20 6.7621e-20 2.5040e-21 3.3260e-23 1.4690e-23 1.7431e-23
2.7890e+01 6.3986e-20 6.3940e-20 2.4390e-21 3.2980e-23 1.4385e-23 1.7218e-23
2.8150e+01 6.0538e-20 6.0491e-20 2.3770e-21 3.2710e-23 1.4090e-23 1.7015e-23
2.8410e+01 5.7306e-20 5.7259e-20 2.3160e-21 3.2440e-23 1.3805e-23 1.6822e-23
2.8670e+01 5.4275e-20 5.4228e-20 2.2560e-21 3.2170e-23 1.3528e-23 1.6640e-23
2.8940e+01 5.1325e-20 5.1278e-20 2.1980e-21 3.1910e-23 1.3261e-23 1.6459e-23
2.9210e+01 4.8561e-20 4.8514e-20 2.1420e-21 3.1650e-23 1.3002e-23 1.6289e-23
2.9480e+01 4.5971e-20 4.5924e-20 2.0880e-21 3.1390e-23 1.2752e-23 1.6127e-23
2.9750e+01 4.3543e-20 4.3495e-20 2.0360e-21 3.1130e-23 1.2511e-23 1.5973e-23
3.0020e+01 4.1264e-20 4.1216e-20 1.9860e-21 3.0870e-23 1.2279e-23 1.5828e-23
3.0300e+01 3.9048e-20 3.8999e-20 1.9400e-21 3.0620e-23 1.2055e-23 1.5685e-23
3.0580e+01 3.6971e-20 3.6922e-20 1.9020e-21 3.0370e-23 1.1839e-23 1.5551e-23
3.0870e+01 3.4957e-20 3.4907e-20 1.8850e-21 3.0120e-23 1.1631e-23 1.5419e-23
3.1150e+01 3.3143e-20 3.3083e-20 2.0000e-21 2.9880e-23 1.1432e-23 1.5298e-23
3.1440e+01 9.4876e-20 3.1311e-20 8.9560e-20 2.9630e-23 1.1240e-23 1.5181e-23
3.1730e+01 2.9711e-20 2.9651e-20 1.8860e-21 2.9390e-23 1.1057e-23 1.5070e-23
3.2030e+01 2.8093e-20 2.8042e-20 1.6930e-21 2.9150e-23 1.0881e-23 1.4962e-23
3.2320e+01 2.6633e-20 2.6584e-20 1.6210e-21 2.8910e-23 1.0712e-23 1.4864e-23
3.2620e+01 2.5218e-20 2.5169e-20 1.5690e-21 2.8680e-23 1.0551e-23 1.4768e-23
3.2920e+01 2.3892e-20 2.3843e-20 1.5240e-21 2.8450e-23 1.0398e-23 1.4678e-23
3.3230e+01 2.2608e-20 2.2559e-20 1.4820e-21 2.8210e-23 1.0252e-23 1.4590e-23
3.3540e+01 2.1406e-20 2.1357e-20 1.4420e-21 2.7990e-23 1.0113e-23 1.4508e-23
3.3850e+01 2.0279e-20 2.0230e-20 1.4030e-21 2.7760e-23 9.9804e-24 1.4432e-23
3.4160e+01 1.9223e-20 1.9174e-20 1.3660e-21 2.7530e-23 9.8552e-24 1.4360e-23
3.4480e+01 1.8201e-20 1.8152e-20 1.3300e-21 2.7310e-23 9.7368e-24 1.4290e-23
3.4800e+01 1.7244e-20 1.7195e-20 1.2950e-21 2.7090e-23 9.6251e-24 1.4225e-23
3.5120e+01 1.6346e-20 1.6298e-20 1.2600e-21 2.6870e-23 9.5199e-24 1.4165e-23
3.5440e+01 1.5505e-20 1.5456e-20 1.2270e-21 2.6650e-23 9.4210e-24 1.4108e-23
3.5770e+01 1.4692e-20 1.4643e-20 1.1950e-21 2.6440e-23 9.3285e-24 1.4054e-23
3.6100e+01 1.3929e-20 1.3881e-20 1.1630e-21 2.6230e-23 9.2421e-24 1.4003e-23
3.6440e+01 1.3194e-20 1.3145e-20 1.1330e-21 2.6020e-23 9.1617e-24 1.3955e-23
3.6780e+01 1.2506e-20 1.2457e-20 1.1030e-21 2.5810e-23 9.0873e-24 1.3911e-23
3.7120e+01 1.1861e-20 1.1812e-20 1.0740e-21 2.5600e-23 9.0185e-24 1.3870e-23
3.7460e+01 1.1256e-20 1.1207e-20 1.0460e-21 2.5390e-23 8.9554e-24 1.3832e-23
3.7810e+01 1.0673e-20 1.0624e-20 1.0180e-21 2.5190e-23 8.8978e-24 1.3796e-23
3.8160e+01 1.0127e-20 1.0078e-20 9.9130e-22 2.4990e-23 8.8455e-24 1.3763e-23
3.8510e+01 9.6149e-21 9.5663e-21 9.6520e-22 2.4790e-23 8.7984e-24 1.3732e-23
3.8870e+01 9.1218e-21 9.0732e-21 9.3980e-22 2.4590e-23 8.7565e-24 1.3704e-23
3.9230e+01 8.6600e-21 8.6115e-21 9.1500e-22 2.4390e-23 8.7194e-24 1.3679e-23
3.9590e+01 8.2274e-21 8.1790e-21 8.9090e-22 2.4200e-23 8.6872e-24 1.3655e-23
3.9960e+01 7.8109e-21 7.7626e-21 8.6750e-22 2.4010e-23 8.6596e-24 1.3634e-23
4.0330e+01 7.4210e-21 7.3727e-21 8.4460e-22 2.3820e-23 8.6365e-24 1.3615e-23
4.0700e+01 7.0557e-21 7.0075e-21 8.2240e-22 2.3630e-23 8.6179e-24 1.3598e-23
4.1080e+01 6.7043e-21 6.6563e-21 8.0070e-22 2.3440e-23 8.6035e-24 1.3583e-23
4.1460e+01 6.3754e-21 6.3275e-21 7.7960e-22 2.3250e-23 8.5932e-24 1.3570e-23
4.1840e+01 6.0672e-21 6.0195e-21 7.5910e-22 2.3070e-23 8.5870e-24 1.3558e-23
4.2230e+01 5.7711e-21 5.7235e-21 7.3910e-22 2.2880e-23 8.5846e-24 1.3549e-23
4.2620e+01 5.4939e-21 5.4465e-21 7.1970e-22 2.2700e-23 8.5860e-24 1.3541e-23
4.3020e+01 5.2278e-21 5.1805e-21 7.0080e-22 2.2520e-23 8.5910e-24 1.3534e-23
4.3410e+01 4.9848e-21 4.9378e-21 6.8230e-22 2.2350e-23 8.5995e-24 1.3529e-23
4.3820e+01 4.7457e-21 4.6989e-21 6.6440e-22 2.2170e-23 8.6114e-24 1.3526e-23
4.4220e+01 4.5273e-21 4.4808e-21 6.4690e-22 2.2000e-23 8.6265e-24 1.3524e-23
4.4630e+01 4.3178e-21 4.2715e-21 6.2990e-22 2.1820e-23 8.6449e-24 1.3524e-23
4.5050e+01 4.1170e-21 4.0709e-21 6.1340e-22 2.1650e-23 8.6663e-24 1.3525e-23
4.5460e+01 3.9334e-21 3.8877e-21 5.9730e-22 2.1480e-23 8.6906e-24 1.3527e-23
4.5880e+01 3.7573e-21 3.7119e-21 5.8160e-22 2.1310e-23 8.7179e-24 1.3530e-23
4.6310e+01 3.5887e-21 3.5436e-21 5.6640e-22 2.1150e-23 8.7478e-24 1.3535e-23
4.6740e+01 3.4309e-21 3.3861e-21 5.5150e-22 2.0980e-23 8.7805e-24 1.3541e-23
4.7170e+01 3.2831e-21 3.2388e-21 5.3710e-22 2.0820e-23 8.8157e-24 1.3548e-23
4.7610e+01 3.1416e-21 3.0977e-21 5.2300e-22 2.0650e-23 8.8534e-24 1.3556e-23
4.8050e+01 3.0092e-21 2.9657e-21 5.0930e-22 2.0490e-23 8.8935e-24 1.3566e-23
4.8490e+01 2.8851e-21 2.8421e-21 4.9600e-22 2.0330e-23 8.9359e-24 1.3576e-23
4.8940e+01 2.7664e-21 2.7237e-21 4.8310e-22 2.0170e-23 8.9806e-24 1.3587e-23
4.9400e+01 2.6528e-21 2.6106e-21 4.7050e-22 2.0020e-23 9.0274e-24 1.3600e-23
4.9850e+01 2.5486e-21 2.5069e-21 4.5820e-22 1.9860e-23 9.0764e-24 1.3613e-23
5.0320e+01 2.4468e-21 2.4056e-21 4.4630e-22 1.9710e-23 9.1274e-24 1.3628e-23
5.0780e+01 2.3534e-21 2.3128e-21 4.3470e-22 1.9550e-23 9.1804e-24 1.3643e-23
5.1250e+01 2.2640e-21 2.2239e-21 4.2340e-22 1.9400e-23 9.2353e-24 1.3659e-23
5.1730e+01 2.1785e-21 2.1389e-21 4.1240e-22 1.9250e-23 9.2920e-24 1.3677e-23
5.2210e+01 2.0983e-21 2.0593e-21 4.0180e-22 1.9100e-23 9.3506e-24 1.3695e-23
5.2690e+01 2.0231e-21 1.9847e-21 3.9140e-22 1.8960e-23 9.4109e-24 1.3714e-23
5.3180e+01 1.9511e-21 1.9133e-21 3.8130e-22 1.8810e-23 9.4730e-24 1.3734e-23
5.3670e+01 1.8835e-21 1.8463e-21 3.7150e-22 1.8670e-23 9.5367e-24 1.3754e-23
5.4170e+01 1.8187e-21 1.7822e-21 3.6190e-22 1.8520e-23 9.6020e-24 1.3776e-23
5.4670e+01 1.7579e-21 1.7220e-21 3.5260e-22 1.8380e-23 9.6689e-24 1.3798e-23
5.5170e+01 1.7007e-21 1.6654e-21 3.4360e-22 1.8240e-23 9.7374e-24 1.3821e-23
5.5690e+01 1.6448e-21 1.6102e-21 3.3480e-22 1.8100e-23 9.8074e-24 1.3845e-23
5.6200e+01 1.5932e-21 1.5593e-21 3.2620e-22 1.7960e-23 9.8788e-24 1.3870e-23
5.6720e+01 1.5437e-21 1.5104e-21 3.1790e-22 1.7820e-23 9.9517e-24 1.3895e-23
5.7250e+01 1.4962e-21 1.4635e-21 3.0990e-22 1.7690e-23 1.0026e-23 1.3922e-23
5.7780e+01 1.4514e-21 1.4194e-21 3.0200e-22 1.7550e-23 1.0102e-23 1.3949e-23
5.8310e+01 1.4091e-21 1.3778e-21 2.9440e-22 1.7420e-23 1.0179e-23 1.3976e-23
5.8850e+01 1.3684e-21 1.3378e-21 2.8700e-22 1.7290e-23 1.0257e-23 1.4005e-23
5.9400e+01 1.3293e-21 1.2993e-21 2.7980e-22 1.7160e-23 1.0337e-23 1.4034e-23
5.9950e+01 1.2923e-21 1.2630e-21 2.7280e-22 1.7030e-23 1.0418e-23 1.4065e-23
6.0500e+01 1.2573e-21 1.2286e-21 2.6600e-22 1.6900e-23 1.0501e-23 1.4095e-23
6.1060e+01 1.2236e-21 1.1955e-21 2.5940e-22 1.6770e-23 1.0584e-23 1.4127e-23
6.1630e+01 1.1910e-21 1.1636e-21 2.5290e-22 1.6640e-23 1.0669e-23 1.4159e-23
6.2200e+01 1.1602e-21 1.1334e-21 2.4670e-22 1.6520e-23 1.0755e-23 1.4192e-23
6.2780e+01 1.1304e-21 1.1042e-21 2.4060e-22 1.6390e-23 1.0843e-23 1.4226e-23
6.3360e+01 1.1020e-21 1.0765e-21 2.3480e-22 1.6270e-23 1.0931e-23 1.4261e-23
6.3940e+01 1.0751e-21 1.0501e-21 2.2900e-22 1.6150e-23 1.1021e-23 1.4295e-23
6.4540e+01 1.0486e-21 1.0242e-21 2.2350e-22 1.6020e-23 1.1112e-23 1.4332e-23
6.5130e+01 1.0237e-21 9.9988e-22 2.1810e-22 1.5900e-23 1.1204e-23 1.4368e-23
6.5740e+01 9.9919e-22 9.7595e-22 2.1290e-22 1.5780e-23 1.1297e-23 1.4406e-23
6.6350e+01 9.7581e-22 9.5313e-22 2.0780e-22 1.5670e-23 1.1392e-23 1.4444e-23
6.6960e+01 9.5346e-22 9.3133e-22 2.0280e-22 1.5550e-23 1.1488e-23 1.4483e-23
6.7580e+01 9.3179e-22 9.1016e-22 1.9810e-22 1.5430e-23 1.1585e-23 1.4523e-23
6.8210e+01 9.1069e-22 8.8959e-22 1.9340e-22 1.5320e-23 1.1683e-23 1.4564e-23
6.8840e+01 8.9051e-22 8.6991e-22 1.8890e-22 1.5200e-23 1.1782e-23 1.4605e-23
6.9480e+01 8.7086e-22 8.5075e-22 1.8450e-22 1.5090e-23 1.1882e-23 1.4647e-23
7.0120e+01 8.5203e-22 8.3238e-22 1.8030e-22 1.4980e-23 1.1984e-23 1.4689e-23
7.0770e+01 8.3368e-22 8.1449e-22 1.7620e-22 1.4870e-23 1.2086e-23 1.4733e-23
7.1430e+01 8.1579e-22 7.9704e-22 1.7220e-22 1.4760e-23 1.2190e-23 1.4778e-23
7.2090e+01 7.9861e-22 7.8028e-22 1.6840e-22 1.4650e-23 1.2295e-23 1.4823e-23
7.2750e+01 7.8206e-22 7.6416e-22 1.6460e-22 1.4540e-23 1.2402e-23 1.4868e-23
7.3430e+01 7.6570e-22 7.4819e-22 1.6100e-22 1.4430e-23 1.2509e-23 1.4915e-23
7.4110e+01 7.4994e-22 7.3281e-22 1.5750e-22 1.4330e-23 1.2617e-23 1.4963e-23
7.4800e+01 7.3454e-22 7.1778e-22 1.5410e-22 1.4220e-23 1.2727e-23 1.5011e-23
7.5490e+01 7.1969e-22 7.0330e-22 1.5080e-22 1.4120e-23 1.2838e-23 1.5060e-23
7.6190e+01 7.0518e-22 6.8913e-22 1.4760e-22 1.4010e-23 1.2950e-23 1.5110e-23
7.6890e+01 6.9117e-22 6.7545e-22 1.4450e-22 1.3910e-23 1.3063e-23 1.5160e-23
7.7610e+01 6.7727e-22 6.6188e-22 1.4150e-22 1.3810e-23 1.3178e-23 1.5212e-23
7.8320e+01 6.6403e-22 6.4895e-22 1.3860e-22 1.3710e-23 1.3293e-23 1.5264e-23
7.9050e+01 6.5090e-22 6.3610e-22 1.3580e-22 1.3610e-23 1.3410e-23 1.5318e-23
7.9780e+01 6.3820e-22 6.2369e-22 1.3310e-22 1.3510e-23 1.3528e-23 1.5372e-23
8.0520e+01 6.2577e-22 6.1152e-22 1.3050e-22 1.3410e-23 1.3647e-23 1.5427e-23
8.1270e+01 6.1359e-22 5.9959e-22 1.2800e-22 1.3310e-23 1.3768e-23 1.5483e-23
8.2020e+01 6.0181e-22 5.8804e-22 1.2560e-22 1.3220e-23 1.3889e-23 1.5539e-23
8.2780e+01 5.9025e-22 5.7672e-22 1.2320e-22 1.3120e-23 1.4012e-23 1.5597e-23
8.3550e+01 5.7892e-22 5.6561e-22 1.2090e-22 1.3030e-23 1.4136e-23 1.5656e-23
8.4320e+01 5.6797e-22 5.5485e-22 1.1880e-22 1.2930e-23 1.4262e-23 1.5715e-23
8.5100e+01 5.5721e-22 5.4429e-22 1.1670e-22 1.2840e-23 1.4388e-23 1.5775e-23
8.5890e+01 5.4665e-22 5.3392e-22 1.1460e-22 1.2750e-23 1.4516e-23 1.5836e-23
8.6680e+01 5.3644e-22 5.2387e-22 1.1270e-22 1.2660e-23 1.4645e-23 1.5898e-23
8.7490e+01 5.2629e-22 5.1388e-22 1.1080e-22 1.2560e-23 1.4776e-23 1.5962e-23
8.8300e+01 5.1645e-22 5.0419e-22 1.0900e-22 1.2470e-23 1.4907e-23 1.6026e-23
8.9110e+01 5.0692e-22 4.9479e-22 1.0730e-22 1.2380e-23 1.5040e-23 1.6090e-23
8.9940e+01 4.9744e-22 4.8544e-22 1.0560e-22 1.2300e-23 1.5175e-23 1.6156e-23
9.0770e+01 4.8826e-22 4.7638e-22 1.0400e-22 1.2210e-23 1.5310e-23 1.6223e-23
9.1610e+01 4.7925e-22 4.6747e-22 1.0250e-22 1.2120e-23 1.5447e-23 1.6291e-23
