# O4 Sensitivity 0.04excess-PR-50WatBS-40K-FeasibleLaserNoise
# frequency(Hz) strain(/rtHz) LF_noise susp_thermal mirror_thermal quantum laser_noise
9.4180e+01 6.1624e-23 5.8905e-23 1.3530e-24 6.6190e-24 1.5866e-23 5.5127e-24
9.5060e+01 6.0605e-23 5.7800e-23 1.3410e-24 6.5890e-24 1.6009e-23 5.5362e-24
9.5940e+01 5.9620e-23 5.6727e-23 1.3290e-24 6.5600e-24 1.6152e-23 5.5599e-24
9.6820e+01 5.8667e-23 5.5684e-23 1.3180e-24 6.5300e-24 1.6297e-23 5.5837e-24
9.7720e+01 5.7726e-23 5.4648e-23 1.3070e-24 6.5010e-24 1.6444e-23 5.6083e-24
9.8630e+01 5.6805e-23 5.3631e-23 1.2970e-24 6.4710e-24 1.6592e-23 5.6332e-24
9.9540e+01 5.5917e-23 5.2643e-23 1.2880e-24 6.4420e-24 1.6741e-23 5.6584e-24
1.0050e+02 5.5010e-23 5.1630e-23 1.2800e-24 6.4130e-24 1.6892e-23 5.6851e-24
1.0140e+02 5.4192e-23 5.0708e-23 1.2720e-24 6.3840e-24 1.7044e-23 5.7103e-24
1.0230e+02 5.3402e-23 4.9810e-23 1.2650e-24 6.3550e-24 1.7198e-23 5.7356e-24
1.0330e+02 5.2550e-23 4.8842e-23 1.2590e-24 6.3260e-24 1.7353e-23 5.7639e-24
1.0420e+02 5.1815e-23 4.7994e-23 1.2540e-24 6.2970e-24 1.7510e-23 5.7895e-24
1.0520e+02 5.1022e-23 4.7079e-23 1.2490e-24 6.2680e-24 1.7668e-23 5.8181e-24
1.0620e+02 5.0259e-23 4.6190e-23 1.2450e-24 6.2390e-24 1.7828e-23 5.8469e-24
1.0720e+02 4.9525e-23 4.5326e-23 1.2420e-24 6.2100e-24 1.7989e-23 5.8758e-24
1.0820e+02 4.8818e-23 4.4487e-23 1.2390e-24 6.1820e-24 1.8151e-23 5.9049e-24
1.0920e+02 4.8138e-23 4.3671e-23 1.2380e-24 6.1530e-24 1.8316e-23 5.9341e-24
1.1020e+02 4.7483e-23 4.2878e-23 1.2370e-24 6.1250e-24 1.8482e-23 5.9635e-24
1.1120e+02 4.6854e-23 4.2106e-23 1.2360e-24 6.0970e-24 1.8649e-23 5.9930e-24
1.1220e+02 4.6249e-23 4.1355e-23 1.2370e-24 6.0680e-24 1.8818e-23 6.0227e-24
1.1330e+02 4.5604e-23 4.0552e-23 1.2380e-24 6.0400e-24 1.8989e-23 6.0555e-24
1.1430e+02 4.5048e-23 3.9843e-23 1.2410e-24 6.0120e-24 1.9161e-23 6.0855e-24
1.1540e+02 4.4454e-23 3.9084e-23 1.2440e-24 5.9840e-24 1.9335e-23 6.1185e-24
1.1640e+02 4.3944e-23 3.8413e-23 1.2480e-24 5.9560e-24 1.9510e-23 6.1488e-24
1.1750e+02 4.3398e-23 3.7695e-23 1.2530e-24 5.9280e-24 1.9687e-23 6.1822e-24
1.1860e+02 4.2877e-23 3.6997e-23 1.2590e-24 5.9010e-24 1.9866e-23 6.2157e-24
1.1970e+02 4.2379e-23 3.6318e-23 1.2650e-24 5.8730e-24 2.0047e-23 6.2494e-24
1.2080e+02 4.1904e-23 3.5658e-23 1.2730e-24 5.8450e-24 2.0229e-23 6.2832e-24
1.2190e+02 4.1451e-23 3.5015e-23 1.2820e-24 5.8180e-24 2.0413e-23 6.3172e-24
1.2310e+02 4.0972e-23 3.4335e-23 1.2920e-24 5.7900e-24 2.0599e-23 6.3544e-24
1.2420e+02 4.0563e-23 3.3728e-23 1.3040e-24 5.7630e-24 2.0786e-23 6.3886e-24
1.2530e+02 4.0173e-23 3.3137e-23 1.3160e-24 5.7360e-24 2.0975e-23 6.4230e-24
1.2650e+02 3.9762e-23 3.2510e-23 1.3300e-24 5.7090e-24 2.1166e-23 6.4606e-24
1.2770e+02 3.9373e-23 3.1901e-23 1.3460e-24 5.6820e-24 2.1359e-23 6.4984e-24
1.2890e+02 3.9005e-23 3.1309e-23 1.3630e-24 5.6540e-24 2.1554e-23 6.5364e-24
1.3010e+02 3.8657e-23 3.0733e-23 1.3810e-24 5.6280e-24 2.1750e-23 6.5745e-24
1.3130e+02 3.8330e-23 3.0173e-23 1.4020e-24 5.6010e-24 2.1949e-23 6.6127e-24
1.3250e+02 3.8023e-23 2.9628e-23 1.4240e-24 5.5740e-24 2.2149e-23 6.6511e-24
1.3370e+02 3.7734e-23 2.9098e-23 1.4490e-24 5.5470e-24 2.2351e-23 6.6896e-24
1.3490e+02 3.7464e-23 2.8582e-23 1.4750e-24 5.5210e-24 2.2555e-23 6.7282e-24
1.3620e+02 3.7182e-23 2.8039e-23 1.5050e-24 5.4940e-24 2.2761e-23 6.7702e-24
1.3740e+02 3.6949e-23 2.7551e-23 1.5370e-24 5.4680e-24 2.2968e-23 6.8091e-24
1.3870e+02 3.6704e-23 2.7036e-23 1.5720e-24 5.4410e-24 2.3178e-23 6.8514e-24
1.4000e+02 3.6479e-23 2.6536e-23 1.6110e-24 5.4150e-24 2.3390e-23 6.8939e-24
1.4130e+02 3.6271e-23 2.6050e-23 1.6540e-24 5.3890e-24 2.3604e-23 6.9364e-24
1.4260e+02 3.6081e-23 2.5576e-23 1.7010e-24 5.3620e-24 2.3819e-23 6.9792e-24
1.4390e+02 3.5909e-23 2.5116e-23 1.7530e-24 5.3360e-24 2.4037e-23 7.0220e-24
1.4530e+02 3.5731e-23 2.4634e-23 1.8110e-24 5.3100e-24 2.4257e-23 7.0683e-24
1.4660e+02 3.5592e-23 2.4199e-23 1.8750e-24 5.2850e-24 2.4479e-23 7.1115e-24
1.4800e+02 3.5449e-23 2.3743e-23 1.9470e-24 5.2590e-24 2.4703e-23 7.1580e-24
1.4930e+02 3.5343e-23 2.3331e-23 2.0280e-24 5.2330e-24 2.4929e-23 7.2014e-24
1.5070e+02 3.5234e-23 2.2899e-23 2.1200e-24 5.2070e-24 2.5157e-23 7.2483e-24
1.5210e+02 3.5141e-23 2.2480e-23 2.2240e-24 5.1820e-24 2.5387e-23 7.2953e-24
1.5350e+02 3.5064e-23 2.2071e-23 2.3430e-24 5.1560e-24 2.5620e-23 7.3425e-24
1.5490e+02 3.5004e-23 2.1674e-23 2.4800e-24 5.1310e-24 2.5855e-23 7.3898e-24
1.5640e+02 3.4945e-23 2.1260e-23 2.6400e-24 5.1050e-24 2.6091e-23 7.4406e-24
1.5780e+02 3.4919e-23 2.0884e-23 2.8300e-24 5.0800e-24 2.6330e-23 7.4882e-24
1.5930e+02 3.4896e-23 2.0493e-23 3.0560e-24 5.0550e-24 2.6572e-23 7.5393e-24
1.6080e+02 3.4894e-23 2.0112e-23 3.3310e-24 5.0300e-24 2.6815e-23 7.5905e-24
1.6230e+02 3.4914e-23 1.9742e-23 3.6730e-24 5.0050e-24 2.7061e-23 7.6419e-24
1.6380e+02 3.4962e-23 1.9382e-23 4.1080e-24 4.9800e-24 2.7309e-23 7.6934e-24
1.6530e+02 3.5046e-23 1.9032e-23 4.6800e-24 4.9550e-24 2.7560e-23 7.7451e-24
1.6680e+02 3.5183e-23 1.8691e-23 5.4640e-24 4.9300e-24 2.7813e-23 7.7969e-24
1.6840e+02 3.5403e-23 1.8337e-23 6.6040e-24 4.9060e-24 2.8068e-23 7.8523e-24
1.6990e+02 3.5832e-23 1.8015e-23 8.4140e-24 4.8810e-24 2.8325e-23 7.9043e-24
1.7150e+02 3.6797e-23 1.7680e-23 1.1720e-23 4.8560e-24 2.8585e-23 7.9600e-24
1.7310e+02 4.0113e-23 1.7355e-23 1.9700e-23 4.8320e-24 2.8848e-23 8.0158e-24
1.7470e+02 7.4519e-23 1.7039e-23 6.5780e-23 4.8080e-24 2.9113e-23 8.0718e-24
1.7630e+02 5.8468e-23 1.6731e-23 4.6760e-23 4.7830e-24 2.9380e-23 8.1279e-24
1.7790e+02 3.9060e-23 1.6431e-23 1.6940e-23 4.7590e-24 2.9650e-23 8.1841e-24
1.7960e+02 3.6746e-23 1.6121e-23 1.0230e-23 4.7350e-24 2.9922e-23 8.2440e-24
1.8120e+02 3.6148e-23 1.5838e-23 7.2710e-24 4.7110e-24 3.0197e-23 8.3005e-24
1.8290e+02 3.5967e-23 1.5545e-23 5.6050e-24 4.6870e-24 3.0474e-23 8.3606e-24
1.8460e+02 3.5943e-23 1.5260e-23 4.5360e-24 4.6630e-24 3.0754e-23 8.4209e-24
1.8630e+02 3.5995e-23 1.4983e-23 3.7930e-24 4.6390e-24 3.1037e-23 8.4813e-24
1.8810e+02 3.6083e-23 1.4697e-23 3.2470e-24 4.6150e-24 3.1322e-23 8.5455e-24
1.8980e+02 3.6204e-23 1.4435e-23 2.8290e-24 4.5920e-24 3.1610e-23 8.6062e-24
1.9160e+02 3.6340e-23 1.4165e-23 2.4990e-24 4.5680e-24 3.1901e-23 8.6706e-24
1.9330e+02 3.6497e-23 1.3917e-23 2.2320e-24 4.5440e-24 3.2194e-23 8.7315e-24
1.9510e+02 3.6662e-23 1.3661e-23 2.0120e-24 4.5210e-24 3.2490e-23 8.7962e-24
1.9690e+02 3.6839e-23 1.3413e-23 1.8270e-24 4.4980e-24 3.2789e-23 8.8610e-24
1.9870e+02 3.7026e-23 1.3171e-23 1.6690e-24 4.4740e-24 3.3091e-23 8.9260e-24
2.0060e+02 3.7220e-23 1.2922e-23 1.5340e-24 4.4510e-24 3.3395e-23 8.9947e-24
2.0240e+02 3.7426e-23 1.2694e-23 1.4160e-24 4.4280e-24 3.3703e-23 9.0599e-24
2.0430e+02 3.7637e-23 1.2459e-23 1.3130e-24 4.4050e-24 3.4013e-23 9.1289e-24
2.0620e+02 3.7857e-23 1.2230e-23 1.2220e-24 4.3820e-24 3.4326e-23 9.1980e-24
2.0810e+02 3.8084e-23 1.2008e-23 1.1420e-24 4.3590e-24 3.4642e-23 9.2672e-24
2.1000e+02 3.8320e-23 1.1791e-23 1.0690e-24 4.3360e-24 3.4961e-23 9.3366e-24
2.1200e+02 3.8560e-23 1.1570e-23 1.0040e-24 4.3140e-24 3.5283e-23 9.4098e-24
2.1400e+02 3.8808e-23 1.1355e-23 9.4570e-25 4.2910e-24 3.5607e-23 9.4831e-24
2.1590e+02 3.9065e-23 1.1156e-23 8.9260e-25 4.2680e-24 3.5935e-23 9.5529e-24
2.1790e+02 3.9327e-23 1.0952e-23 8.4420e-25 4.2460e-24 3.6266e-23 9.6265e-24
2.2000e+02 3.9594e-23 1.0744e-23 8.0010e-25 4.2230e-24 3.6600e-23 9.7039e-24
2.2200e+02 3.9869e-23 1.0551e-23 7.5970e-25 4.2010e-24 3.6937e-23 9.7777e-24
2.2410e+02 4.0149e-23 1.0354e-23 7.2260e-25 4.1790e-24 3.7278e-23 9.8554e-24
2.2610e+02 4.0437e-23 1.0172e-23 6.8840e-25 4.1570e-24 3.7621e-23 9.9295e-24
2.2820e+02 4.0730e-23 9.9856e-24 6.5690e-25 4.1350e-24 3.7968e-23 1.0007e-23
2.3030e+02 4.1029e-23 9.8043e-24 6.2780e-25 4.1120e-24 3.8318e-23 1.0086e-23
2.3250e+02 4.1333e-23 9.6196e-24 6.0080e-25 4.0910e-24 3.8671e-23 1.0167e-23
2.3460e+02 4.1645e-23 9.4482e-24 5.7580e-25 4.0690e-24 3.9027e-23 1.0246e-23
2.3680e+02 4.1961e-23 9.2734e-24 5.5260e-25 4.0470e-24 3.9387e-23 1.0328e-23
2.3900e+02 4.2283e-23 9.1035e-24 5.3100e-25 4.0250e-24 3.9750e-23 1.0410e-23
2.4120e+02 4.2610e-23 8.9382e-24 5.1090e-25 4.0040e-24 4.0117e-23 1.0493e-23
2.4340e+02 4.2944e-23 8.7773e-24 4.9220e-25 3.9820e-24 4.0487e-23 1.0575e-23
2.4570e+02 4.3282e-23 8.6138e-24 4.7480e-25 3.9610e-24 4.0860e-23 1.0662e-23
2.4800e+02 4.3626e-23 8.4548e-24 4.5860e-25 3.9390e-24 4.1237e-23 1.0749e-23
2.5030e+02 4.3975e-23 8.3001e-24 4.4350e-25 3.9180e-24 4.1617e-23 1.0835e-23
2.5260e+02 4.4330e-23 8.1496e-24 4.2940e-25 3.8970e-24 4.2001e-23 1.0922e-23
2.5490e+02 4.4690e-23 8.0032e-24 4.1630e-25 3.8750e-24 4.2388e-23 1.1009e-23
2.5730e+02 4.5055e-23 7.8546e-24 4.0410e-25 3.8540e-24 4.2779e-23 1.1100e-23
2.5970e+02 4.5426e-23 7.7101e-24 3.9280e-25 3.8330e-24 4.3174e-23 1.1191e-23
2.6210e+02 4.5802e-23 7.5695e-24 3.8230e-25 3.8120e-24 4.3572e-23 1.1283e-23
2.6450e+02 4.6183e-23 7.4328e-24 3.7250e-25 3.7920e-24 4.3974e-23 1.1374e-23
2.6690e+02 4.6569e-23 7.2997e-24 3.6350e-25 3.7710e-24 4.4380e-23 1.1466e-23
2.6940e+02 4.6961e-23 7.1649e-24 3.5510e-25 3.7500e-24 4.4790e-23 1.1561e-23
2.7190e+02 4.7357e-23 7.0337e-24 3.4750e-25 3.7290e-24 4.5203e-23 1.1657e-23
2.7440e+02 4.7759e-23 6.9061e-24 3.4050e-25 3.7090e-24 4.5620e-23 1.1752e-23
2.7700e+02 4.8165e-23 6.7771e-24 3.3410e-25 3.6880e-24 4.6041e-23 1.1852e-23
2.7950e+02 4.8577e-23 6.6564e-24 3.2830e-25 3.6680e-24 4.6466e-23 1.1948e-23
2.8210e+02 4.8994e-23 6.5343e-24 3.2310e-25 3.6480e-24 4.6895e-23 1.2048e-23
2.8470e+02 4.9416e-23 6.4155e-24 3.1850e-25 3.6280e-24 4.7328e-23 1.2148e-23
2.8740e+02 4.9843e-23 6.2955e-24 3.1450e-25 3.6070e-24 4.7765e-23 1.2252e-23
2.9000e+02 5.0275e-23 6.1831e-24 3.1100e-25 3.5870e-24 4.8206e-23 1.2353e-23
2.9270e+02 5.0712e-23 6.0696e-24 3.0800e-25 3.5670e-24 4.8651e-23 1.2457e-23
2.9540e+02 5.1155e-23 5.9591e-24 3.0560e-25 3.5470e-24 4.9100e-23 1.2561e-23
2.9820e+02 5.1603e-23 5.8477e-24 3.0380e-25 3.5280e-24 4.9554e-23 1.2670e-23
3.0090e+02 5.2055e-23 5.7433e-24 3.0250e-25 3.5080e-24 5.0011e-23 1.2775e-23
3.0370e+02 5.2513e-23 5.6379e-24 3.0180e-25 3.4880e-24 5.0473e-23 1.2884e-23
3.0650e+02 5.2975e-23 5.5353e-24 3.0160e-25 3.4690e-24 5.0939e-23 1.2993e-23
3.0940e+02 5.3444e-23 5.4320e-24 3.0210e-25 3.4490e-24 5.1410e-23 1.3106e-23
3.1220e+02 5.3916e-23 5.3350e-24 3.0310e-25 3.4300e-24 5.1885e-23 1.3215e-23
3.1510e+02 5.4395e-23 5.2373e-24 3.0480e-25 3.4100e-24 5.2364e-23 1.3328e-23
3.1810e+02 5.4879e-23 5.1390e-24 3.0710e-25 3.3910e-24 5.2848e-23 1.3445e-23
3.2100e+02 5.5367e-23 5.0465e-24 3.1020e-25 3.3720e-24 5.3336e-23 1.3559e-23
3.2400e+02 5.5861e-23 4.9535e-24 3.1390e-25 3.3530e-24 5.3829e-23 1.3677e-23
3.2700e+02 5.6360e-23 4.8630e-24 3.1850e-25 3.3330e-24 5.4326e-23 1.3794e-23
3.3000e+02 5.6864e-23 4.7750e-24 3.2400e-25 3.3140e-24 5.4828e-23 1.3912e-23
3.3310e+02 5.7374e-23 4.6866e-24 3.3040e-25 3.2960e-24 5.5334e-23 1.4034e-23
3.3610e+02 5.7889e-23 4.6033e-24 3.3780e-25 3.2770e-24 5.5846e-23 1.4153e-23
3.3930e+02 5.8410e-23 4.5169e-24 3.4640e-25 3.2580e-24 5.6362e-23 1.4279e-23
3.4240e+02 5.8935e-23 4.4354e-24 3.5630e-25 3.2390e-24 5.6883e-23 1.4401e-23
3.4560e+02 5.9466e-23 4.3537e-24 3.6780e-25 3.2210e-24 5.7408e-23 1.4528e-23
3.4880e+02 6.0003e-23 4.2742e-24 3.8090e-25 3.2020e-24 5.7939e-23 1.4655e-23
3.5200e+02 6.0545e-23 4.1968e-24 3.9600e-25 3.1840e-24 5.8474e-23 1.4782e-23
3.5530e+02 6.1092e-23 4.1192e-24 4.1350e-25 3.1650e-24 5.9015e-23 1.4913e-23
3.5860e+02 6.1646e-23 4.0437e-24 4.3380e-25 3.1470e-24 5.9560e-23 1.5044e-23
3.6190e+02 6.2204e-23 3.9703e-24 4.5740e-25 3.1290e-24 6.0111e-23 1.5175e-23
3.6520e+02 6.2768e-23 3.8989e-24 4.8520e-25 3.1110e-24 6.0666e-23 1.5306e-23
3.6860e+02 6.3338e-23 3.8273e-24 5.1830e-25 3.0930e-24 6.1227e-23 1.5442e-23
3.7200e+02 6.3914e-23 3.7577e-24 5.5800e-25 3.0750e-24 6.1793e-23 1.5578e-23
3.7550e+02 6.4496e-23 3.6879e-24 6.0640e-25 3.0570e-24 6.2364e-23 1.5718e-23
3.7890e+02 6.5082e-23 3.6220e-24 6.6650e-25 3.0390e-24 6.2941e-23 1.5854e-23
3.8250e+02 6.5677e-23 3.5542e-24 7.4300e-25 3.0210e-24 6.3523e-23 1.5998e-23
3.8600e+02 6.6276e-23 3.4900e-24 8.4320e-25 3.0040e-24 6.4110e-23 1.6139e-23
3.8960e+02 6.6882e-23 3.4258e-24 9.7990e-25 2.9860e-24 6.4703e-23 1.6283e-23
3.9320e+02 6.7495e-23 3.3634e-24 1.1770e-24 2.9680e-24 6.5301e-23 1.6428e-23
3.9680e+02 6.8117e-23 3.3026e-24 1.4850e-24 2.9510e-24 6.5905e-23 1.6573e-23
4.0050e+02 6.8753e-23 3.2419e-24 2.0320e-24 2.9340e-24 6.6514e-23 1.6722e-23
4.0420e+02 6.9429e-23 3.1828e-24 3.2710e-24 2.9160e-24 6.7129e-23 1.6872e-23
4.0800e+02 7.0534e-23 3.1238e-24 8.7680e-24 2.8990e-24 6.7750e-23 1.7025e-23
4.1170e+02 7.1657e-23 3.0679e-24 1.2110e-23 2.8820e-24 6.8377e-23 1.7175e-23
4.1550e+02 7.1360e-23 3.0120e-24 3.5190e-24 2.8650e-24 6.9009e-23 1.7329e-23
4.1940e+02 7.1955e-23 2.9563e-24 2.0380e-24 2.8480e-24 6.9647e-23 1.7487e-23
4.2330e+02 7.2600e-23 2.9021e-24 1.4250e-24 2.8310e-24 7.0291e-23 1.7646e-23
4.2720e+02 7.3259e-23 2.8493e-24 1.0900e-24 2.8140e-24 7.0941e-23 1.7804e-23
4.3120e+02 7.3929e-23 2.7967e-24 8.7850e-25 2.7970e-24 7.1598e-23 1.7967e-23
4.3510e+02 7.4605e-23 2.7468e-24 7.3350e-25 2.7810e-24 7.2260e-23 1.8126e-23
4.3920e+02 7.5289e-23 2.6957e-24 6.2800e-25 2.7640e-24 7.2928e-23 1.8294e-23
4.4320e+02 7.5979e-23 2.6473e-24 5.4770e-25 2.7480e-24 7.3603e-23 1.8457e-23
4.4740e+02 7.6678e-23 2.5978e-24 4.8470e-25 2.7310e-24 7.4283e-23 1.8629e-23
4.5150e+02 7.7382e-23 2.5509e-24 4.3400e-25 2.7150e-24 7.4971e-23 1.8797e-23
4.5570e+02 7.8093e-23 2.5041e-24 3.9240e-25 2.6980e-24 7.5664e-23 1.8969e-23
4.5990e+02 7.8811e-23 2.4585e-24 3.5770e-25 2.6820e-24 7.6364e-23 1.9142e-23
4.6420e+02 7.9537e-23 2.4132e-24 3.2830e-25 2.6660e-24 7.7070e-23 1.9319e-23
4.6850e+02 8.0269e-23 2.3691e-24 3.0310e-25 2.6500e-24 7.7783e-23 1.9496e-23
4.7280e+02 8.1007e-23 2.3262e-24 2.8140e-25 2.6340e-24 7.8503e-23 1.9673e-23
4.7720e+02 8.1753e-23 2.2835e-24 2.6250e-25 2.6180e-24 7.9229e-23 1.9855e-23
4.8160e+02 8.2506e-23 2.2420e-24 2.4590e-25 2.6020e-24 7.9962e-23 2.0037e-23
4.8610e+02 8.3267e-23 2.2007e-24 2.3130e-25 2.5860e-24 8.0702e-23 2.0223e-23
4.9060e+02 8.4034e-23 2.1605e-24 2.1830e-25 2.5710e-24 8.1449e-23 2.0410e-23
4.9510e+02 8.4808e-23 2.1214e-24 2.0680e-25 2.5550e-24 8.2202e-23 2.0596e-23
4.9970e+02 8.5591e-23 2.0825e-24 1.9650e-25 2.5390e-24 8.2963e-23 2.0788e-23
5.0430e+02 8.6380e-23 2.0447e-24 1.8730e-25 2.5240e-24 8.3730e-23 2.0979e-23
5.0900e+02 8.7177e-23 2.0071e-24 1.7900e-25 2.5080e-24 8.4505e-23 2.1175e-23
5.1370e+02 8.7981e-23 1.9705e-24 1.7160e-25 2.4930e-24 8.5287e-23 2.1371e-23
5.1850e+02 8.8794e-23 1.9342e-24 1.6500e-25 2.4780e-24 8.6076e-23 2.1572e-23
5.2330e+02 8.9614e-23 1.8989e-24 1.5910e-25 2.4630e-24 8.6873e-23 2.1773e-23
5.2810e+02 9.0441e-23 1.8645e-24 1.5380e-25 2.4480e-24 8.7676e-23 2.1974e-23
5.3300e+02 9.1276e-23 1.8304e-24 1.4900e-25 2.4330e-24 8.8488e-23 2.2180e-23
5.3790e+02 9.2119e-23 1.7972e-24 1.4480e-25 2.4180e-24 8.9307e-23 2.2385e-23
5.4290e+02 9.2970e-23 1.7643e-24 1.4110e-25 2.4030e-24 9.0133e-23 2.2596e-23
5.4790e+02 9.3829e-23 1.7322e-24 1.3790e-25 2.3880e-24 9.0967e-23 2.2807e-23
5.5300e+02 9.4696e-23 1.7004e-24 1.3510e-25 2.3730e-24 9.1809e-23 2.3022e-23
5.5810e+02 9.5572e-23 1.6695e-24 1.3280e-25 2.3580e-24 9.2658e-23 2.3238e-23
5.6330e+02 9.6456e-23 1.6388e-24 1.3080e-25 2.3440e-24 9.3516e-23 2.3458e-23
5.6850e+02 9.7348e-23 1.6089e-24 1.2930e-25 2.3290e-24 9.4381e-23 2.3679e-23
5.7380e+02 9.8248e-23 1.5794e-24 1.2820e-25 2.3150e-24 9.5255e-23 2.3904e-23
5.7910e+02 9.9157e-23 1.5506e-24 1.2750e-25 2.3000e-24 9.6136e-23 2.4129e-23
5.8450e+02 1.0008e-22 1.5221e-24 1.2720e-25 2.2860e-24 9.7026e-23 2.4359e-23
5.8990e+02 1.0100e-22 1.4943e-24 1.2730e-25 2.2720e-24 9.7924e-23 2.4590e-23
5.9540e+02 1.0194e-22 1.4668e-24 1.2790e-25 2.2580e-24 9.8830e-23 2.4825e-23
6.0090e+02 1.0288e-22 1.4401e-24 1.2890e-25 2.2440e-24 9.9745e-23 2.5061e-23
6.0640e+02 1.0383e-22 1.4141e-24 1.3040e-25 2.2300e-24 1.0067e-22 2.5296e-23
6.1200e+02 1.0479e-22 1.3884e-24 1.3250e-25 2.2160e-24 1.0160e-22 2.5537e-23
6.1770e+02 1.0576e-22 1.3629e-24 1.3510e-25 2.2020e-24 1.0254e-22 2.5782e-23
6.2340e+02 1.0674e-22 1.3380e-24 1.3850e-25 2.1880e-24 1.0349e-22 2.6028e-23
6.2920e+02 1.0773e-22 1.3135e-24 1.4250e-25 2.1740e-24 1.0445e-22 2.6279e-23
6.3500e+02 1.0873e-22 1.2896e-24 1.4750e-25 2.1600e-24 1.0541e-22 2.6530e-23
6.4090e+02 1.0974e-22 1.2660e-24 1.5340e-25 2.1470e-24 1.0639e-22 2.6785e-23
6.4690e+02 1.1076e-22 1.2426e-24 1.6060e-25 2.1330e-24 1.0737e-22 2.7046e-23
6.5290e+02 1.1178e-22 1.2199e-24 1.6920e-25 2.1200e-24 1.0837e-22 2.7307e-23
6.5890e+02 1.1282e-22 1.1977e-24 1.7970e-25 2.1070e-24 1.0937e-22 2.7568e-23
6.6500e+02 1.1386e-22 1.1759e-24 1.9250e-25 2.0930e-24 1.1038e-22 2.7834e-23
6.7120e+02 1.1492e-22 1.1542e-24 2.0830e-25 2.0800e-24 1.1141e-22 2.8106e-23
6.7740e+02 1.1599e-22 1.1332e-24 2.2820e-25 2.0670e-24 1.1244e-22 2.8377e-23
6.8370e+02 1.1706e-22 1.1124e-24 2.5380e-25 2.0540e-24 1.1348e-22 2.8654e-23
6.9000e+02 1.1815e-22 1.0922e-24 2.8760e-25 2.0410e-24 1.1453e-22 2.8931e-23
6.9640e+02 1.1925e-22 1.0722e-24 3.3420e-25 2.0280e-24 1.1559e-22 2.9213e-23
7.0280e+02 1.2035e-22 1.0528e-24 4.0220e-25 2.0150e-24 1.1666e-22 2.9496e-23
7.0930e+02 1.2147e-22 1.0336e-24 5.0970e-25 2.0020e-24 1.1774e-22 2.9783e-23
7.1590e+02 1.2260e-22 1.0146e-24 7.0480e-25 1.9890e-24 1.1883e-22 3.0076e-23
7.2250e+02 1.2374e-22 9.9616e-25 1.1650e-24 1.9770e-24 1.1993e-22 3.0369e-23
7.2920e+02 1.2493e-22 9.7794e-25 3.5600e-24 1.9640e-24 1.2104e-22 3.0668e-23
7.3600e+02 1.2608e-22 9.5995e-25 3.2050e-24 1.9510e-24 1.2216e-22 3.0971e-23
7.4280e+02 1.2722e-22 9.4245e-25 1.0870e-24 1.9390e-24 1.2329e-22 3.1275e-23
7.4970e+02 1.2840e-22 9.2518e-25 6.4910e-25 1.9260e-24 1.2443e-22 3.1585e-23
7.5660e+02 1.2959e-22 9.0839e-25 4.5990e-25 1.9140e-24 1.2558e-22 3.1895e-23
7.6360e+02 1.3079e-22 8.9181e-25 3.5470e-25 1.9020e-24 1.2675e-22 3.2210e-23
7.7070e+02 1.3201e-22 8.7545e-25 2.8790e-25 1.8900e-24 1.2792e-22 3.2530e-23
7.7780e+02 1.3323e-22 8.5954e-25 2.4170e-25 1.8780e-24 1.2910e-22 3.2851e-23
7.8500e+02 1.3447e-22 8.4385e-25 2.0800e-25 1.8650e-24 1.3030e-22 3.3178e-23
7.9230e+02 1.3572e-22 8.2837e-25 1.8240e-25 1.8530e-24 1.3151e-22 3.3509e-23
7.9970e+02 1.3699e-22 8.1311e-25 1.6230e-25 1.8420e-24 1.3272e-22 3.3846e-23
8.0710e+02 1.3826e-22 7.9827e-25 1.4620e-25 1.8300e-24 1.3395e-22 3.4184e-23
8.1450e+02 1.3954e-22 7.8383e-25 1.3300e-25 1.8180e-24 1.3519e-22 3.4523e-23
8.2210e+02 1.4084e-22 7.6940e-25 1.2210e-25 1.8060e-24 1.3644e-22 3.4871e-23
8.2970e+02 1.4215e-22 7.5537e-25 1.1290e-25 1.7940e-24 1.3771e-22 3.5221e-23
8.3740e+02 1.4348e-22 7.4154e-25 1.0510e-25 1.7830e-24 1.3898e-22 3.5576e-23
8.4510e+02 1.4481e-22 7.2809e-25 9.8420e-26 1.7710e-24 1.4027e-22 3.5932e-23
8.5300e+02 1.4616e-22 7.1467e-25 9.2720e-26 1.7600e-24 1.4157e-22 3.6298e-23
8.6090e+02 1.4752e-22 7.0161e-25 8.7810e-26 1.7480e-24 1.4288e-22 3.6665e-23
8.6880e+02 1.4889e-22 6.8891e-25 8.3580e-26 1.7370e-24 1.4420e-22 3.7034e-23
8.7690e+02 1.5028e-22 6.7624e-25 7.9940e-26 1.7260e-24 1.4554e-22 3.7412e-23
8.8500e+02 1.5168e-22 6.6392e-25 7.6820e-26 1.7150e-24 1.4688e-22 3.7792e-23
8.9320e+02 1.5309e-22 6.5179e-25 7.4170e-26 1.7030e-24 1.4824e-22 3.8177e-23
9.0150e+02 1.5452e-22 6.3984e-25 7.1940e-26 1.6920e-24 1.4962e-22 3.8568e-23
9.0980e+02 1.5596e-22 6.2822e-25 7.0110e-26 1.6810e-24 1.5100e-22 3.8960e-23
9.1830e+02 1.5741e-22 6.1664e-25 6.8650e-26 1.6700e-24 1.5240e-22 3.9363e-23
