# O4 Sensitivity 0.04excess-PR-50WatBS-40K-FeasibleLaserNoise
# frequency(Hz) strain(/rtHz) LF_noise susp_thermal mirror_thermal quantum laser_noise
9.5720e+00 5.2005e-18 5.2005e-18 3.5350e-22 1.7160e-23 1.9354e-22 2.3740e-22
9.6600e+00 4.9226e-18 4.9226e-18 3.5170e-22 1.7100e-23 1.8956e-22 2.3139e-22
9.7500e+00 4.6562e-18 4.6562e-18 3.5060e-22 1.7040e-23 1.8565e-22 2.2546e-22
9.8400e+00 4.4065e-18 4.4065e-18 3.5040e-22 1.6980e-23 1.8182e-22 2.1974e-22
9.9310e+00 4.1697e-18 4.1697e-18 3.5090e-22 1.6920e-23 1.7806e-22 2.1415e-22
1.0020e+01 3.9523e-18 3.9523e-18 3.5250e-22 1.6860e-23 1.7437e-22 2.0887e-22
1.0120e+01 3.7237e-18 3.7237e-18 3.5510e-22 1.6810e-23 1.7075e-22 2.0314e-22
1.0210e+01 3.5311e-18 3.5311e-18 3.5900e-22 1.6750e-23 1.6720e-22 1.9817e-22
1.0300e+01 3.3499e-18 3.3499e-18 3.6440e-22 1.6690e-23 1.6372e-22 1.9336e-22
1.0400e+01 3.1613e-18 3.1613e-18 3.7160e-22 1.6630e-23 1.6031e-22 1.8820e-22
1.0500e+01 2.9849e-18 2.9849e-18 3.8070e-22 1.6580e-23 1.5696e-22 1.8323e-22
1.0590e+01 2.8359e-18 2.8359e-18 3.9240e-22 1.6520e-23 1.5368e-22 1.7890e-22
1.0690e+01 2.6804e-18 2.6804e-18 4.0700e-22 1.6460e-23 1.5046e-22 1.7426e-22
1.0790e+01 2.5347e-18 2.5347e-18 4.2540e-22 1.6400e-23 1.4730e-22 1.6978e-22
1.0890e+01 2.3982e-18 2.3982e-18 4.4850e-22 1.6350e-23 1.4421e-22 1.6545e-22
1.0990e+01 2.2703e-18 2.2703e-18 4.7770e-22 1.6290e-23 1.4117e-22 1.6127e-22
1.1090e+01 2.1502e-18 2.1502e-18 5.1490e-22 1.6230e-23 1.3819e-22 1.5724e-22
1.1200e+01 2.0265e-18 2.0265e-18 5.6330e-22 1.6180e-23 1.3527e-22 1.5295e-22
1.1300e+01 1.9213e-18 1.9213e-18 6.2730e-22 1.6120e-23 1.3241e-22 1.4920e-22
1.1400e+01 1.8224e-18 1.8224e-18 7.1500e-22 1.6070e-23 1.2960e-22 1.4556e-22
1.1510e+01 1.7203e-18 1.7203e-18 8.4050e-22 1.6010e-23 1.2685e-22 1.4170e-22
1.1620e+01 1.6249e-18 1.6249e-18 1.0320e-21 1.5950e-23 1.2415e-22 1.3798e-22
1.1720e+01 1.5435e-18 1.5435e-18 1.3580e-21 1.5900e-23 1.2151e-22 1.3472e-22
1.1830e+01 1.4593e-18 1.4593e-18 2.0250e-21 1.5840e-23 1.1892e-22 1.3124e-22
1.1940e+01 1.3805e-18 1.3805e-18 4.1170e-21 1.5790e-23 1.1637e-22 1.2789e-22
1.2050e+01 1.3082e-18 1.3066e-18 6.4940e-20 1.5730e-23 1.1388e-22 1.2465e-22
1.2160e+01 1.2373e-18 1.2373e-18 3.5750e-21 1.5680e-23 1.1144e-22 1.2152e-22
1.2280e+01 1.1665e-18 1.1665e-18 1.8220e-21 1.5620e-23 1.0905e-22 1.1823e-22
1.2390e+01 1.1057e-18 1.1057e-18 1.2170e-21 1.5570e-23 1.0670e-22 1.1531e-22
1.2510e+01 1.0436e-18 1.0436e-18 9.1160e-22 1.5510e-23 1.0440e-22 1.1225e-22
1.2620e+01 9.9016e-19 9.9016e-19 7.2780e-22 1.5460e-23 1.0214e-22 1.0953e-22
1.2740e+01 9.3550e-19 9.3550e-19 6.0530e-22 1.5410e-23 9.9932e-23 1.0667e-22
1.2860e+01 8.8434e-19 8.8434e-19 5.1800e-22 1.5350e-23 9.7766e-23 1.0391e-22
1.2980e+01 8.3640e-19 8.3640e-19 4.5280e-22 1.5300e-23 9.5644e-23 1.0125e-22
1.3100e+01 7.9147e-19 7.9147e-19 4.0220e-22 1.5250e-23 9.3563e-23 9.8679e-23
1.3220e+01 7.4933e-19 7.4933e-19 3.6190e-22 1.5190e-23 9.1525e-23 9.6195e-23
1.3340e+01 7.0979e-19 7.0979e-19 3.2910e-22 1.5140e-23 8.9527e-23 9.3796e-23
1.3460e+01 6.7266e-19 6.7266e-19 3.0180e-22 1.5090e-23 8.7570e-23 9.1478e-23
1.3590e+01 6.3496e-19 6.3496e-19 2.7870e-22 1.5030e-23 8.5652e-23 8.9054e-23
1.3710e+01 6.0234e-19 6.0234e-19 2.5900e-22 1.4980e-23 8.3773e-23 8.6893e-23
1.3840e+01 5.6918e-19 5.6918e-19 2.4200e-22 1.4930e-23 8.1932e-23 8.4632e-23
1.3970e+01 5.3813e-19 5.3813e-19 2.2710e-22 1.4880e-23 8.0128e-23 8.2450e-23
1.4100e+01 5.0904e-19 5.0904e-19 2.1390e-22 1.4820e-23 7.8361e-23 8.0344e-23
1.4230e+01 4.8177e-19 4.8177e-19 2.0220e-22 1.4770e-23 7.6630e-23 7.8311e-23
1.4360e+01 4.5618e-19 4.5618e-19 1.9180e-22 1.4720e-23 7.4934e-23 7.6348e-23
1.4490e+01 4.3217e-19 4.3217e-19 1.8230e-22 1.4670e-23 7.3273e-23 7.4451e-23
1.4630e+01 4.0795e-19 4.0795e-19 1.7370e-22 1.4620e-23 7.1646e-23 7.2479e-23
1.4760e+01 3.8686e-19 3.8686e-19 1.6590e-22 1.4560e-23 7.0052e-23 7.0711e-23
1.4900e+01 3.6555e-19 3.6555e-19 1.5880e-22 1.4510e-23 6.8492e-23 6.8873e-23
1.5040e+01 3.4561e-19 3.4561e-19 1.5220e-22 1.4460e-23 6.6963e-23 6.7099e-23
1.5180e+01 3.2692e-19 3.2692e-19 1.4610e-22 1.4410e-23 6.5467e-23 6.5387e-23
1.5320e+01 3.0940e-19 3.0940e-19 1.4040e-22 1.4360e-23 6.4001e-23 6.3734e-23
1.5460e+01 2.9296e-19 2.9296e-19 1.3510e-22 1.4310e-23 6.2566e-23 6.2138e-23
1.5600e+01 2.7754e-19 2.7754e-19 1.3020e-22 1.4260e-23 6.1160e-23 6.0596e-23
1.5750e+01 2.6205e-19 2.6205e-19 1.2560e-22 1.4210e-23 5.9784e-23 5.9001e-23
1.5890e+01 2.4850e-19 2.4850e-19 1.2130e-22 1.4160e-23 5.8437e-23 5.7564e-23
1.6040e+01 2.3488e-19 2.3488e-19 1.1720e-22 1.4110e-23 5.7118e-23 5.6077e-23
1.6190e+01 2.2212e-19 2.2212e-19 1.1340e-22 1.4060e-23 5.5827e-23 5.4642e-23
1.6340e+01 2.1017e-19 2.1017e-19 1.0980e-22 1.4010e-23 5.4563e-23 5.3257e-23
1.6490e+01 1.9896e-19 1.9896e-19 1.0630e-22 1.3960e-23 5.3326e-23 5.1919e-23
1.6640e+01 1.8844e-19 1.8844e-19 1.0300e-22 1.3910e-23 5.2116e-23 5.0628e-23
1.6800e+01 1.7792e-19 1.7792e-19 9.9940e-23 1.3860e-23 5.0931e-23 4.9298e-23
1.6950e+01 1.6868e-19 1.6868e-19 9.6990e-23 1.3810e-23 4.9771e-23 4.8094e-23
1.7110e+01 1.5944e-19 1.5944e-19 9.4170e-23 1.3760e-23 4.8636e-23 4.6855e-23
1.7270e+01 1.5078e-19 1.5078e-19 9.1480e-23 1.3710e-23 4.7526e-23 4.5659e-23
1.7430e+01 1.4266e-19 1.4266e-19 8.8910e-23 1.3660e-23 4.6439e-23 4.4504e-23
1.7590e+01 1.3505e-19 1.3505e-19 8.6450e-23 1.3610e-23 4.5376e-23 4.3390e-23
1.7750e+01 1.2791e-19 1.2791e-19 8.4090e-23 1.3560e-23 4.4336e-23 4.2313e-23
1.7920e+01 1.2080e-19 1.2080e-19 8.1840e-23 1.3520e-23 4.3318e-23 4.1209e-23
1.8080e+01 1.1453e-19 1.1453e-19 7.9670e-23 1.3470e-23 4.2323e-23 4.0206e-23
1.8250e+01 1.0827e-19 1.0827e-19 7.7590e-23 1.3420e-23 4.1350e-23 3.9177e-23
1.8420e+01 1.0242e-19 1.0242e-19 7.5590e-23 1.3370e-23 4.0397e-23 3.8184e-23
1.8590e+01 9.6925e-20 9.6925e-20 7.3670e-23 1.3320e-23 3.9466e-23 3.7226e-23
1.8760e+01 9.1774e-20 9.1774e-20 7.1830e-23 1.3270e-23 3.8556e-23 3.6301e-23
1.8940e+01 8.6664e-20 8.6664e-20 7.0050e-23 1.3230e-23 3.7665e-23 3.5355e-23
1.9110e+01 8.2141e-20 8.2141e-20 6.8340e-23 1.3180e-23 3.6795e-23 3.4494e-23
1.9290e+01 7.7649e-20 7.7649e-20 6.6690e-23 1.3130e-23 3.5943e-23 3.3613e-23
1.9470e+01 7.3441e-20 7.3441e-20 6.5100e-23 1.3080e-23 3.5111e-23 3.2763e-23
1.9650e+01 6.9497e-20 6.9497e-20 6.3580e-23 1.3040e-23 3.4298e-23 3.1943e-23
1.9830e+01 6.5798e-20 6.5798e-20 6.2100e-23 1.2990e-23 3.3503e-23 3.1151e-23
2.0010e+01 6.2326e-20 6.2326e-20 6.0680e-23 1.2940e-23 3.2726e-23 3.0386e-23
2.0200e+01 5.8892e-20 5.8892e-20 5.9320e-23 1.2900e-23 3.1967e-23 2.9607e-23
2.0380e+01 5.5840e-20 5.5840e-20 5.8000e-23 1.2850e-23 3.1225e-23 2.8895e-23
2.0570e+01 5.2817e-20 5.2817e-20 5.6730e-23 1.2800e-23 3.0500e-23 2.8169e-23
2.0760e+01 4.9983e-20 4.9983e-20 5.5510e-23 1.2760e-23 2.9792e-23 2.7469e-23
2.0960e+01 4.7190e-20 4.7190e-20 5.4330e-23 1.2710e-23 2.9100e-23 2.6758e-23
2.1150e+01 4.4704e-20 4.4704e-20 5.3200e-23 1.2660e-23 2.8424e-23 2.6106e-23
2.1350e+01 4.2250e-20 4.2250e-20 5.2110e-23 1.2620e-23 2.7764e-23 2.5444e-23
2.1540e+01 4.0064e-20 4.0064e-20 5.1060e-23 1.2570e-23 2.7120e-23 2.4837e-23
2.1740e+01 3.7904e-20 3.7904e-20 5.0050e-23 1.2530e-23 2.6491e-23 2.4221e-23
2.1950e+01 3.5781e-20 3.5781e-20 4.9090e-23 1.2480e-23 2.5877e-23 2.3596e-23
2.2150e+01 3.3887e-20 3.3887e-20 4.8160e-23 1.2440e-23 2.5278e-23 2.3023e-23
2.2350e+01 3.2109e-20 3.2109e-20 4.7280e-23 1.2390e-23 2.4693e-23 2.2469e-23
2.2560e+01 3.0358e-20 3.0358e-20 4.6430e-23 1.2350e-23 2.4122e-23 2.1909e-23
2.2770e+01 2.8718e-20 2.8718e-20 4.5630e-23 1.2300e-23 2.3565e-23 2.1368e-23
2.2980e+01 2.7180e-20 2.7180e-20 4.4860e-23 1.2260e-23 2.3022e-23 2.0846e-23
2.3190e+01 2.5737e-20 2.5737e-20 4.4140e-23 1.2210e-23 2.2492e-23 2.0343e-23
2.3410e+01 2.4321e-20 2.4321e-20 4.3460e-23 1.2170e-23 2.1975e-23 1.9834e-23
2.3630e+01 2.2995e-20 2.2995e-20 4.2820e-23 1.2120e-23 2.1472e-23 1.9344e-23
2.3840e+01 2.1808e-20 2.1807e-20 4.2220e-23 1.2080e-23 2.0981e-23 1.8893e-23
2.4060e+01 2.0640e-20 2.0639e-20 4.1660e-23 1.2030e-23 2.0502e-23 1.8437e-23
2.4290e+01 1.9496e-20 1.9496e-20 4.1160e-23 1.1990e-23 2.0036e-23 1.7977e-23
2.4510e+01 1.8471e-20 1.8470e-20 4.0700e-23 1.1940e-23 1.9582e-23 1.7553e-23
2.4740e+01 1.7465e-20 1.7465e-20 4.0290e-23 1.1900e-23 1.9140e-23 1.7126e-23
2.4970e+01 1.6524e-20 1.6524e-20 3.9930e-23 1.1860e-23 1.8709e-23 1.6714e-23
2.5200e+01 1.5641e-20 1.5641e-20 3.9640e-23 1.1810e-23 1.8290e-23 1.6317e-23
2.5430e+01 1.4812e-20 1.4812e-20 3.9400e-23 1.1770e-23 1.7882e-23 1.5934e-23
2.5670e+01 1.4002e-20 1.4002e-20 3.9230e-23 1.1730e-23 1.7486e-23 1.5549e-23
2.5910e+01 1.3243e-20 1.3243e-20 3.9140e-23 1.1680e-23 1.7100e-23 1.5179e-23
2.6150e+01 1.2532e-20 1.2532e-20 3.9130e-23 1.1640e-23 1.6725e-23 1.4821e-23
2.6390e+01 1.1866e-20 1.1865e-20 3.9220e-23 1.1600e-23 1.6360e-23 1.4477e-23
2.6630e+01 1.1240e-20 1.1240e-20 3.9410e-23 1.1550e-23 1.6006e-23 1.4146e-23
2.6880e+01 1.0629e-20 1.0629e-20 3.9730e-23 1.1510e-23 1.5662e-23 1.3813e-23
2.7130e+01 1.0056e-20 1.0056e-20 4.0190e-23 1.1470e-23 1.5328e-23 1.3492e-23
2.7380e+01 9.5196e-21 9.5195e-21 4.0820e-23 1.1420e-23 1.5004e-23 1.3184e-23
2.7630e+01 9.0162e-21 9.0161e-21 4.1650e-23 1.1380e-23 1.4690e-23 1.2886e-23
2.7890e+01 8.5254e-21 8.5253e-21 4.2730e-23 1.1340e-23 1.4385e-23 1.2589e-23
2.8150e+01 8.0657e-21 8.0655e-21 4.4110e-23 1.1300e-23 1.4090e-23 1.2302e-23
2.8410e+01 7.6347e-21 7.6346e-21 4.5880e-23 1.1250e-23 1.3805e-23 1.2027e-23
2.8670e+01 7.2306e-21 7.2304e-21 4.8150e-23 1.1210e-23 1.3528e-23 1.1762e-23
2.8940e+01 6.8372e-21 6.8370e-21 5.1080e-23 1.1170e-23 1.3261e-23 1.1497e-23
2.9210e+01 6.4688e-21 6.4685e-21 5.4920e-23 1.1130e-23 1.3002e-23 1.1242e-23
2.9480e+01 6.1235e-21 6.1232e-21 6.0040e-23 1.1090e-23 1.2752e-23 1.0997e-23
2.9750e+01 5.7998e-21 5.7993e-21 6.7100e-23 1.1040e-23 1.2511e-23 1.0761e-23
3.0020e+01 5.4960e-21 5.4954e-21 7.7250e-23 1.1000e-23 1.2279e-23 1.0534e-23
3.0300e+01 5.2008e-21 5.1999e-21 9.2790e-23 1.0960e-23 1.2055e-23 1.0308e-23
3.0580e+01 4.9244e-21 4.9229e-21 1.1910e-22 1.0920e-23 1.1839e-23 1.0091e-23
3.0870e+01 4.6574e-21 4.6542e-21 1.7260e-22 1.0880e-23 1.1631e-23 9.8751e-24
3.1150e+01 4.4238e-21 4.4110e-21 3.3510e-22 1.0840e-23 1.1432e-23 9.6747e-24
3.1440e+01 3.2965e-20 4.1748e-21 3.2700e-20 1.0800e-23 1.1240e-23 9.4755e-24
3.1730e+01 3.9655e-21 3.9535e-21 3.0870e-22 1.0760e-23 1.1057e-23 9.2841e-24
3.2030e+01 3.7420e-21 3.7389e-21 1.5090e-22 1.0720e-23 1.0881e-23 9.0942e-24
3.2320e+01 3.5459e-21 3.5445e-21 9.8280e-23 1.0670e-23 1.0712e-23 8.9181e-24
3.2620e+01 3.3567e-21 3.3559e-21 7.2120e-23 1.0630e-23 1.0551e-23 8.7433e-24
3.2920e+01 3.1797e-21 3.1791e-21 5.6580e-23 1.0590e-23 1.0398e-23 8.5756e-24
3.3230e+01 3.0083e-21 3.0079e-21 4.6340e-23 1.0550e-23 1.0252e-23 8.4095e-24
3.3540e+01 2.8479e-21 2.8476e-21 3.9120e-23 1.0510e-23 1.0113e-23 8.2505e-24
3.3850e+01 2.6976e-21 2.6974e-21 3.3790e-23 1.0470e-23 9.9804e-24 8.0981e-24
3.4160e+01 2.5568e-21 2.5565e-21 2.9710e-23 1.0430e-23 9.8552e-24 7.9522e-24
3.4480e+01 2.4205e-21 2.4203e-21 2.6500e-23 1.0390e-23 9.7368e-24 7.8080e-24
3.4800e+01 2.2928e-21 2.2927e-21 2.3910e-23 1.0350e-23 9.6251e-24 7.6700e-24
3.5120e+01 2.1732e-21 2.1730e-21 2.1800e-23 1.0310e-23 9.5199e-24 7.5380e-24
3.5440e+01 2.0610e-21 2.0608e-21 2.0030e-23 1.0270e-23 9.4210e-24 7.4118e-24
3.5770e+01 1.9525e-21 1.9524e-21 1.8540e-23 1.0230e-23 9.3285e-24 7.2873e-24
3.6100e+01 1.8509e-21 1.8508e-21 1.7270e-23 1.0190e-23 9.2421e-24 7.1684e-24
3.6440e+01 1.7529e-21 1.7527e-21 1.6170e-23 1.0160e-23 9.1617e-24 7.0514e-24
3.6780e+01 1.6610e-21 1.6609e-21 1.5210e-23 1.0120e-23 9.0873e-24 6.9398e-24
3.7120e+01 1.5750e-21 1.5749e-21 1.4370e-23 1.0080e-23 9.0185e-24 6.8334e-24
3.7460e+01 1.4944e-21 1.4943e-21 1.3620e-23 1.0040e-23 8.9554e-24 6.7318e-24
3.7810e+01 1.4167e-21 1.4165e-21 1.2950e-23 9.9990e-24 8.8978e-24 6.6322e-24
3.8160e+01 1.3439e-21 1.3437e-21 1.2350e-23 9.9600e-24 8.8455e-24 6.5373e-24
3.8510e+01 1.2756e-21 1.2755e-21 1.1800e-23 9.9220e-24 8.7984e-24 6.4470e-24
3.8870e+01 1.2099e-21 1.2098e-21 1.1310e-23 9.8830e-24 8.7565e-24 6.3585e-24
3.9230e+01 1.1483e-21 1.1482e-21 1.0850e-23 9.8450e-24 8.7194e-24 6.2744e-24
3.9590e+01 1.0907e-21 1.0905e-21 1.0430e-23 9.8060e-24 8.6872e-24 6.1945e-24
3.9960e+01 1.0352e-21 1.0350e-21 1.0050e-23 9.7680e-24 8.6596e-24 6.1164e-24
4.0330e+01 9.8318e-22 9.8303e-22 9.6860e-24 9.7300e-24 8.6365e-24 6.0424e-24
4.0700e+01 9.3449e-22 9.3434e-22 9.3500e-24 9.6920e-24 8.6179e-24 5.9721e-24
4.1080e+01 8.8766e-22 8.8750e-22 9.0360e-24 9.6540e-24 8.6035e-24 5.9036e-24
4.1460e+01 8.4383e-22 8.4366e-22 8.7410e-24 9.6160e-24 8.5932e-24 5.8388e-24
4.1840e+01 8.0277e-22 8.0260e-22 8.4620e-24 9.5780e-24 8.5870e-24 5.7774e-24
4.2230e+01 7.6331e-22 7.6314e-22 8.2000e-24 9.5400e-24 8.5846e-24 5.7178e-24
4.2620e+01 7.2637e-22 7.2620e-22 7.9510e-24 9.5030e-24 8.5860e-24 5.6615e-24
4.3020e+01 6.9092e-22 6.9074e-22 7.7140e-24 9.4650e-24 8.5910e-24 5.6069e-24
4.3410e+01 6.5856e-22 6.5837e-22 7.4890e-24 9.4280e-24 8.5995e-24 5.5567e-24
4.3820e+01 6.2672e-22 6.2652e-22 7.2750e-24 9.3910e-24 8.6114e-24 5.5069e-24
4.4220e+01 5.9764e-22 5.9744e-22 7.0700e-24 9.3540e-24 8.6265e-24 5.4612e-24
4.4630e+01 5.6974e-22 5.6953e-22 6.8740e-24 9.3170e-24 8.6449e-24 5.4171e-24
4.5050e+01 5.4301e-22 5.4279e-22 6.6860e-24 9.2800e-24 8.6663e-24 5.3746e-24
4.5460e+01 5.1858e-22 5.1836e-22 6.5060e-24 9.2430e-24 8.6906e-24 5.3356e-24
4.5880e+01 4.9516e-22 4.9492e-22 6.3330e-24 9.2060e-24 8.7179e-24 5.2982e-24
4.6310e+01 4.7272e-22 4.7248e-22 6.1660e-24 9.1690e-24 8.7478e-24 5.2623e-24
4.6740e+01 4.5173e-22 4.5149e-22 6.0060e-24 9.1330e-24 8.7805e-24 5.2287e-24
4.7170e+01 4.3209e-22 4.3184e-22 5.8510e-24 9.0960e-24 8.8157e-24 5.1974e-24
4.7610e+01 4.1329e-22 4.1302e-22 5.7020e-24 9.0600e-24 8.8534e-24 5.1674e-24
4.8050e+01 3.9570e-22 3.9542e-22 5.5580e-24 9.0230e-24 8.8935e-24 5.1395e-24
4.8490e+01 3.7923e-22 3.7894e-22 5.4190e-24 8.9870e-24 8.9359e-24 5.1136e-24
4.8940e+01 3.6346e-22 3.6316e-22 5.2840e-24 8.9510e-24 8.9806e-24 5.0890e-24
4.9400e+01 3.4838e-22 3.4808e-22 5.1540e-24 8.9150e-24 9.0274e-24 5.0657e-24
4.9850e+01 3.3458e-22 3.3426e-22 5.0280e-24 8.8790e-24 9.0764e-24 5.0446e-24
5.0320e+01 3.2108e-22 3.2075e-22 4.9050e-24 8.8430e-24 9.1274e-24 5.0243e-24
5.0780e+01 3.0871e-22 3.0837e-22 4.7870e-24 8.8080e-24 9.1804e-24 5.0061e-24
5.1250e+01 2.9687e-22 2.9652e-22 4.6720e-24 8.7720e-24 9.2353e-24 4.9890e-24
5.1730e+01 2.8555e-22 2.8519e-22 4.5610e-24 8.7360e-24 9.2920e-24 4.9731e-24
5.2210e+01 2.7495e-22 2.7458e-22 4.4530e-24 8.7010e-24 9.3506e-24 4.9586e-24
5.2690e+01 2.6502e-22 2.6463e-22 4.3480e-24 8.6660e-24 9.4109e-24 4.9455e-24
5.3180e+01 2.5551e-22 2.5510e-22 4.2460e-24 8.6300e-24 9.4730e-24 4.9334e-24
5.3670e+01 2.4659e-22 2.4617e-22 4.1470e-24 8.5950e-24 9.5367e-24 4.9226e-24
5.4170e+01 2.3806e-22 2.3762e-22 4.0510e-24 8.5600e-24 9.6020e-24 4.9128e-24
5.4670e+01 2.3005e-22 2.2960e-22 3.9570e-24 8.5250e-24 9.6689e-24 4.9042e-24
5.5170e+01 2.2252e-22 2.2206e-22 3.8670e-24 8.4900e-24 9.7374e-24 4.8966e-24
5.5690e+01 2.1517e-22 2.1469e-22 3.7780e-24 8.4560e-24 9.8074e-24 4.8899e-24
5.6200e+01 2.0840e-22 2.0790e-22 3.6930e-24 8.4210e-24 9.8788e-24 4.8843e-24
5.6720e+01 2.0190e-22 2.0139e-22 3.6090e-24 8.3860e-24 9.9517e-24 4.8795e-24
5.7250e+01 1.9566e-22 1.9514e-22 3.5280e-24 8.3520e-24 1.0026e-23 4.8757e-24
5.7780e+01 1.8980e-22 1.8925e-22 3.4490e-24 8.3170e-24 1.0102e-23 4.8727e-24
5.8310e+01 1.8427e-22 1.8370e-22 3.3730e-24 8.2830e-24 1.0179e-23 4.8706e-24
5.8850e+01 1.7895e-22 1.7837e-22 3.2980e-24 8.2490e-24 1.0257e-23 4.8693e-24
5.9400e+01 1.7384e-22 1.7324e-22 3.2260e-24 8.2150e-24 1.0337e-23 4.8688e-24
5.9950e+01 1.6902e-22 1.6840e-22 3.1550e-24 8.1800e-24 1.0418e-23 4.8690e-24
6.0500e+01 1.6446e-22 1.6382e-22 3.0860e-24 8.1470e-24 1.0501e-23 4.8700e-24
6.1060e+01 1.6006e-22 1.5940e-22 3.0200e-24 8.1130e-24 1.0584e-23 4.8717e-24
6.1630e+01 1.5583e-22 1.5515e-22 2.9550e-24 8.0790e-24 1.0669e-23 4.8740e-24
6.2200e+01 1.5182e-22 1.5112e-22 2.8910e-24 8.0450e-24 1.0755e-23 4.8771e-24
6.2780e+01 1.4795e-22 1.4723e-22 2.8300e-24 8.0120e-24 1.0843e-23 4.8808e-24
6.3360e+01 1.4428e-22 1.4353e-22 2.7700e-24 7.9780e-24 1.0931e-23 4.8851e-24
6.3940e+01 1.4078e-22 1.4001e-22 2.7120e-24 7.9450e-24 1.1021e-23 4.8899e-24
6.4540e+01 1.3735e-22 1.3656e-22 2.6550e-24 7.9110e-24 1.1112e-23 4.8955e-24
6.5130e+01 1.3413e-22 1.3332e-22 2.6000e-24 7.8780e-24 1.1204e-23 4.9015e-24
6.5740e+01 1.3097e-22 1.3013e-22 2.5470e-24 7.8450e-24 1.1297e-23 4.9083e-24
6.6350e+01 1.2795e-22 1.2708e-22 2.4950e-24 7.8120e-24 1.1392e-23 4.9155e-24
6.6960e+01 1.2507e-22 1.2418e-22 2.4440e-24 7.7790e-24 1.1488e-23 4.9231e-24
6.7580e+01 1.2228e-22 1.2136e-22 2.3950e-24 7.7460e-24 1.1585e-23 4.9314e-24
6.8210e+01 1.1956e-22 1.1861e-22 2.3470e-24 7.7130e-24 1.1683e-23 4.9402e-24
6.8840e+01 1.1696e-22 1.1599e-22 2.3010e-24 7.6800e-24 1.1782e-23 4.9494e-24
6.9480e+01 1.1444e-22 1.1343e-22 2.2550e-24 7.6480e-24 1.1882e-23 4.9592e-24
7.0120e+01 1.1202e-22 1.1098e-22 2.2110e-24 7.6150e-24 1.1984e-23 4.9693e-24
7.0770e+01 1.0967e-22 1.0860e-22 2.1690e-24 7.5830e-24 1.2086e-23 4.9800e-24
7.1430e+01 1.0737e-22 1.0627e-22 2.1270e-24 7.5500e-24 1.2190e-23 4.9912e-24
7.2090e+01 1.0517e-22 1.0404e-22 2.0870e-24 7.5180e-24 1.2295e-23 5.0028e-24
7.2750e+01 1.0306e-22 1.0189e-22 2.0480e-24 7.4860e-24 1.2402e-23 5.0147e-24
7.3430e+01 1.0096e-22 9.9758e-23 2.0100e-24 7.4540e-24 1.2509e-23 5.0272e-24
7.4110e+01 9.8947e-23 9.7708e-23 1.9740e-24 7.4220e-24 1.2617e-23 5.0401e-24
7.4800e+01 9.6980e-23 9.5704e-23 1.9380e-24 7.3900e-24 1.2727e-23 5.0535e-24
7.5490e+01 9.5088e-23 9.3773e-23 1.9030e-24 7.3580e-24 1.2838e-23 5.0671e-24
7.6190e+01 9.3238e-23 9.1884e-23 1.8700e-24 7.3260e-24 1.2950e-23 5.0813e-24
7.6890e+01 9.1455e-23 9.0060e-23 1.8370e-24 7.2940e-24 1.3063e-23 5.0957e-24
7.7610e+01 8.9688e-23 8.8250e-23 1.8060e-24 7.2630e-24 1.3178e-23 5.1108e-24
7.8320e+01 8.8007e-23 8.6527e-23 1.7760e-24 7.2310e-24 1.3293e-23 5.1259e-24
7.9050e+01 8.6340e-23 8.4814e-23 1.7460e-24 7.2000e-24 1.3410e-23 5.1417e-24
7.9780e+01 8.4731e-23 8.3158e-23 1.7180e-24 7.1690e-24 1.3528e-23 5.1578e-24
8.0520e+01 8.3156e-23 8.1536e-23 1.6900e-24 7.1370e-24 1.3647e-23 5.1743e-24
8.1270e+01 8.1615e-23 7.9945e-23 1.6630e-24 7.1060e-24 1.3768e-23 5.1913e-24
8.2020e+01 8.0127e-23 7.8406e-23 1.6380e-24 7.0750e-24 1.3889e-23 5.2085e-24
8.2780e+01 7.8669e-23 7.6896e-23 1.6130e-24 7.0440e-24 1.4012e-23 5.2262e-24
8.3550e+01 7.7243e-23 7.5415e-23 1.5890e-24 7.0130e-24 1.4136e-23 5.2443e-24
8.4320e+01 7.5864e-23 7.3980e-23 1.5660e-24 6.9820e-24 1.4262e-23 5.2626e-24
8.5100e+01 7.4513e-23 7.2571e-23 1.5440e-24 6.9520e-24 1.4388e-23 5.2813e-24
8.5890e+01 7.3191e-23 7.1189e-23 1.5230e-24 6.9210e-24 1.4516e-23 5.3005e-24
8.6680e+01 7.1912e-23 6.9849e-23 1.5020e-24 6.8900e-24 1.4645e-23 5.3199e-24
8.7490e+01 7.0645e-23 6.8517e-23 1.4820e-24 6.8600e-24 1.4776e-23 5.3400e-24
8.8300e+01 6.9419e-23 6.7225e-23 1.4640e-24 6.8300e-24 1.4907e-23 5.3603e-24
8.9110e+01 6.8233e-23 6.5972e-23 1.4450e-24 6.7990e-24 1.5040e-23 5.3808e-24
8.9940e+01 6.7058e-23 6.4726e-23 1.4280e-24 6.7690e-24 1.5175e-23 5.4019e-24
9.0770e+01 6.5921e-23 6.3517e-23 1.4120e-24 6.7390e-24 1.5310e-23 5.4233e-24
9.1610e+01 6.4809e-23 6.2329e-23 1.3960e-24 6.7090e-24 1.5447e-23 5.4450e-24
9.2460e+01 6.3720e-23 6.1163e-23 1.3810e-24 6.6790e-24 1.5586e-23 5.4672e-24
9.3320e+01 6.2654e-23 6.0017e-23 1.3670e-24 6.6490e-24 1.5725e-23 5.4899e-24
